"Player","Pos","Team                     Signed With","Age                     At Signing","Start","End","Yrs","Value","AAV","2-Year Cash","3-Year Cash"
"Tyler Herro","SG","MIA                  MIA","18","2019","2022","4","$17,188,836","$4,297,209","$7,234,928","$11,239,208"
"Kentavious Caldwell-Pope","SG","LAL                  LAL","25","2019","2020","2","$16,583,028","$8,291,514","$16,177,448","$16,177,448"
"Romeo Langford","SG","BOS                  BOS","19","2019","2022","4","$16,528,217","$4,132,054","$6,873,450","$8,163,434"
"Elfrid Payton","PG","NYK                  NYK","24","2019","2020","2","$16,000,000","$8,000,000","$15,500,000","$15,500,000"
"Wayne Ellington","SG","NYK                  NYK","31","2019","2019","2","$16,000,000","$8,000,000","$15,500,000","$15,500,000"
"Sekou Doumbouya","SF","DET                  DET","18","2019","2022","4","$15,887,971","$3,971,993","$6,529,200","$10,142,880"
"Marcus Morris Sr.","SF","NYK                  NYK","29","2019","2019","1","$15,000,000","$15,000,000","$4,994,703","$4,994,703"
"Rodney McGruder","SG","LAC                  LAC","27","2019","2021","3","$15,000,000","$5,000,000","$9,699,519","$14,699,519"
"Bobby Portis","PF","NYK                  NYK","23","2019","2019","1","$15,000,000","$15,000,000","$29,812,500","$29,812,500"
"Derrick Rose","PG","DET                  DET","30","2019","2020","2","$15,000,000","$7,500,000","$12,016,789","$12,016,789"
"Kevon Looney","C","GSW                  GSW","22","2019","2021","3","$14,464,287","$4,821,429","$9,006,697","$14,185,269"
"Nickeil Alexander-Walker","SG","NOP                  NOP","20","2019","2022","4","$14,349,113","$3,587,278","$6,078,000","$7,183,904"
"Darius Miller","SF","NOP                  NOP","28","2019","2020","2","$14,250,000","$7,125,000","$13,796,875","$13,796,875"
"Goga Bitadze","C","IND                  IND","19","2019","2022","4","$13,638,019","$3,409,505","$5,774,280","$8,872,680"
"Luka Samanic","PF","SAS                  SAS","18","2019","2022","4","$13,030,303","$3,257,576","$5,346,120","$8,305,200"
"Jabari Parker","PF","ATL                  ATL","23","2019","2020","2","$13,000,000","$6,500,000","$8,664,371","$8,664,371"
"Matisse Thybulle","SG","PHI                  PHI","21","2019","2022","4","$12,513,127","$3,128,282","$5,293,440","$8,133,600"
"Brandon Clarke","PF","MEM                  MEM","22","2019","2022","4","$12,152,560","$3,038,140","$5,081,760","$7,808,640"
"PJ Washington","PF","CHA                  CHA","20","2019","2022","4","$12,070,560","$3,017,640","$7,615,950","$11,831,070"
"Dorian Finney-Smith","PF","DAL                  DAL","25","2019","2021","3","$12,000,000","$4,000,000","$7,750,000","$11,750,000"
"Ishmael Smith","PG","WAS                  WAS","30","2019","2020","2","$12,000,000","$6,000,000","$11,625,000","$11,625,000"
"Grant Williams","PF","BOS                  BOS","20","2019","2022","4","$11,802,681","$2,950,670","$4,878,600","$7,496,400"
"Rodney Hood","SF","POR                  POR","26","2019","2020","2","$11,721,900","$5,860,950","$11,364,525","$11,364,525"
"Darius Bazley","PF","OKC                  OKC","18","2019","2022","4","$11,461,629","$2,865,407","$4,541,160","$7,054,200"
"Jake Layman","SF","POR                  POR","24","2019","2021","3","$11,283,255","$3,761,085","$7,119,197","$11,059,381"
"Danuel House Jr.","SF","HOU                  HOU","25","2019","2021","3","$11,151,000","$3,717,000","$7,035,750","$10,929,750"
"Ty Jerome","SG","PHX                  PHX","21","2019","2022","4","$11,129,417","$2,782,354","$4,359,428","$6,772,268"
"Trey Lyles","PF","SAS                  SAS","23","2019","2020","2","$11,000,000","$5,500,000","$10,656,250","$10,656,250"
"Nassir Little","SF","POR                  POR","18","2019","2022","4","$10,803,948","$2,700,987","$4,184,565","$6,500,805"
"Dylan Windler","SF","CLE                  CLE","22","2019","2022","4","$10,449,718","$2,612,430","$4,046,003","$6,285,203"
"Mfiondu Kabengele","PF","LAC                  LAC","21","2019","2022","4","$10,151,244","$2,537,811","$2,635,448","$4,810,328"
"Jordan Poole","SG","GSW                  GSW","19","2019","2022","4","$10,090,879","$2,522,720","$4,028,040","$6,189,480"
"Keldon Johnson","SG","SAS                  SAS","19","2019","2022","4","$10,017,385","$2,504,346","$3,876,728","$6,022,448"
"Daniel Theis","C","BOS                  BOS","26","2019","2020","2","$10,000,000","$5,000,000","$6,502,568","$6,502,568"
"Mike Scott","PF","PHI                  PHI","30","2019","2020","2","$9,800,000","$4,900,000","$9,501,220","$9,501,220"
"JaMychal Green","PF","LAC                  LAC","28","2019","2020","2","$9,772,350","$4,886,175","$9,474,413","$9,474,413"
"Avery Bradley","PG","LAL                  LAL","28","2019","2020","2","$9,772,350","$4,886,175","$9,474,413","$9,474,413"
"Richaun Holmes","C","SAC                  SAC","25","2019","2020","2","$9,772,350","$4,886,175","$9,474,413","$9,474,413"
"Enes Freedom","C","BOS                  BOS","26","2019","2020","2","$9,772,350","$4,886,175","$9,474,413","$9,474,413"
"Robin Lopez","C","MIL                  MIL","30","2019","2020","2","$9,772,350","$4,886,175","$9,474,413","$9,474,413"
"Ed Davis","C","UTA                  UTA","29","2019","2020","2","$9,772,350","$4,886,175","$9,474,413","$9,474,413"
"Reggie Bullock","SF","NYK                  NYK","27","2019","2020","2","$8,200,000","$4,100,000","$7,950,000","$7,950,000"
"JaVale McGee","C","LAL                  LAL","30","2019","2020","2","$8,200,000","$4,100,000","$5,274,658","$5,274,658"
"Kevin Porter Jr.","PG","CLE                  CLE","18","2019","2022","4","$8,009,193","$2,002,298","$2,644,164","$4,426,785"
"Patrick McCaw","SG","TOR                  TOR","23","2019","2020","2","$8,000,000","$4,000,000","$7,750,000","$7,750,000"
"Nicolo Melli","PF","NOP                  NOP","27","2019","2020","2","$8,000,000","$4,000,000","$5,260,977","$5,260,977"
"Stanley Johnson","SF","TOR                  TOR","22","2019","2020","2","$7,427,150","$3,713,575","$7,200,713","$7,200,713"
"Alfonzo McKinnie","SF","CLE                  CLE","26","2019","2022","4","$7,338,954","$1,834,739","$3,169,046","$5,079,906"
"T.J. McConnell","PG","IND                  IND","26","2019","2020","2","$7,000,000","$3,500,000","$6,781,250","$6,781,250"
"Boban Marjanovic","C","DAL                  DAL","30","2019","2020","2","$7,000,000","$3,500,000","$6,781,250","$6,781,250"
"Isaiah Roby","PF","DAL                  DAL","20","2019","2022","4","$6,731,283","$1,682,821","$2,221,371","$4,003,992"
"Jaylen Nowell","SG","MIN                  MIN","19","2019","2021","4","$6,631,283","$1,657,821","$2,830,481","$4,613,102"
"Markieff Morris","PF","DET                  DET","29","2019","2019","1","$6,560,000","$6,560,000","$6,560,000","$6,560,000"
"Edmond Sumner","SG","IND                  IND","23","2019","2021","3","$6,480,000","$2,160,000","$4,035,000","$6,355,000"
"Jalen McDaniels","SF","CHA                  CHA","20","2019","2022","4","$6,129,593","$1,532,398","$2,360,147","$4,142,768"
"Naz Reid","C","MIN                  MIN","19","2019","2022","4","$6,129,593","$1,532,398","$2,360,147","$4,142,768"
"Alen Smailagic","PF","GSW                  GSW","18","2019","2022","4","$6,129,593","$1,532,398","$2,360,147","$4,142,768"
"Daniel Gafford","C","CHI                  CHI","23","2019","2022","4","$6,129,593","$1,532,398","$1,393,214","$3,175,835"
"Khem Birch","C","ORL                  ORL","26","2019","2020","2","$6,000,000","$3,000,000","$5,812,500","$5,812,500"
"Quinn Cook","PG","LAL                  LAL","25","2019","2020","2","$6,000,000","$3,000,000","$5,812,500","$5,812,500"
"Ryan Arcidiacono","PG","CHI                  CHI","24","2019","2020","2","$6,000,000","$3,000,000","$5,812,500","$8,812,500"
"Dean Wade","PF","CLE                  CLE","22","2019","2022","4","$5,606,283","$1,401,571","$1,892,981","$3,675,602"
"Alex Caruso","SG","LAL                  LAL","24","2019","2020","2","$5,500,000","$2,750,000","$5,328,125","$5,328,125"
"Luguentz Dort","SG","OKC                  OKC","19","2019","2022","4","$5,386,930","$1,346,733","$1,673,628","$3,456,249"
"Marko Guduric","SG","MEM                  MEM","23","2019","2020","2","$5,375,000","$2,687,500","$5,210,938","$5,210,938"
"Wesley Matthews","SG","MIL                  MIL","32","2019","2020","2","$5,257,744","$2,628,872","$5,097,447","$5,097,447"
"Rajon Rondo","PG","LAL                  LAL","32","2019","2020","2","$5,184,358","$2,592,179","$5,024,061","$5,024,061"
"Vincent Poirier","C","BOS                  BOS","25","2019","2020","2","$5,125,000","$2,562,500","$3,282,049","$3,282,049"
"Shake Milton","SG","PHI                  PHI","22","2019","2021","3","$4,994,028","$1,664,676","$3,056,934","$4,903,672"
"Nigel Williams-Goss","PG","UTA                  UTA","24","2019","2021","3","$4,800,602","$1,600,201","$2,924,231","$4,706,852"
"Justin Holiday","SG","IND                  IND","29","2019","2019","1","$4,767,000","$4,767,000","$4,469,063","$4,469,063"
"Frank Kaminsky","C","PHX                  PHX","25","2019","2019","1","$4,767,000","$4,767,000","$9,474,413","$9,474,413"
"Garrett Temple","SG","BKN                  BKN","32","2019","2019","1","$4,767,000","$4,767,000","$9,474,413","$9,474,413"
"Bruno Fernando","C","ATL                  ATL","20","2019","2021","3","$4,700,602","$1,566,867","$2,830,481","$3,434,933"
"Austin Rivers","SG","HOU                  HOU","26","2019","2020","2","$4,543,981","$2,271,991","$4,408,086","$4,408,086"
"Carsen Edwards","PG","BOS                  BOS","20","2019","2021","3","$4,528,628","$1,509,543","$2,669,255","$4,451,876"
"Damion Lee","SG","GSW                  GSW","26","2019","2021","3","$4,515,983","$1,505,328","$2,605,123","$4,515,983"
"Luke Kornet","C","CHI                  CHI","23","2019","2020","2","$4,500,000","$2,250,000","$2,926,156","$2,926,156"
"Cody Martin","SF","CHA                  CHA","23","2019","2021","3","$4,473,912","$1,491,304","$2,617,959","$4,400,580"
"Willie Cauley-Stein","C","GSW                  GSW","25","2019","2020","2","$4,463,840","$2,231,920","$3,159,041","$3,159,041"
"Ben McLemore","SF","HOU                  HOU","25","2019","2020","2","$4,311,628","$2,155,814","$4,184,841","$4,184,841"
"Mike Muscala","C","OKC                  OKC","27","2019","2020","2","$4,311,628","$2,155,814","$4,184,841","$4,184,841"
"Admiral Schofield","SF","WAS                  WAS","21","2019","2021","3","$4,300,602","$1,433,534","$2,455,481","$4,238,102"
"Terance Mann","SG","LAC                  LAC","22","2019","2021","3","$4,300,602","$1,433,534","$2,455,481","$4,238,102"
"Caleb Martin","SF","CHA                  CHA","23","2019","2021","3","$4,198,912","$1,399,637","$2,360,147","$4,142,768"
"Vlatko Cancar","PF","DEN                  DEN","21","2019","2021","3","$4,198,912","$1,399,637","$2,360,147","$4,142,768"
"William Howard","SF","UTA                  UTA","25","2019","2021","3","$4,198,912","$1,399,637","$2,416,291","$4,198,912"
"Stanton Kidd","SF","UTA                  UTA","26","2019","2021","3","$4,198,912","$1,399,637","$2,416,291","$4,198,912"
"Justin Robinson","PG","WAS                  WAS","21","2019","2021","3","$4,198,912","$1,399,637","$2,416,291","$4,198,912"
"Miye Oni","SG","UTA                  UTA","21","2019","2021","3","$4,198,912","$1,399,637","$2,360,147","$3,343,662"
"Dewan Hernandez","C","TOR                  TOR","22","2019","2021","3","$4,198,912","$1,399,637","$2,360,147","$4,142,768"
"Justin James","SG","SAC                  SAC","21","2019","2021","3","$4,198,912","$1,399,637","$2,360,147","$4,142,768"
"Eric Paschall","PF","GSW                  GSW","22","2019","2021","3","$4,198,912","$1,399,637","$2,360,147","$4,142,768"
"KZ Okpala","SF","MIA                  MIA","19","2019","2021","3","$4,198,912","$1,399,637","$2,360,147","$2,974,844"
"Nicolas Claxton","C","BKN                  BKN","19","2019","2021","3","$4,198,912","$1,399,637","$2,360,147","$4,142,768"
"Jalen Lecque","PG","PHX                  PHX","18","2019","2021","3","$4,198,912","$1,399,637","$2,360,147","$4,142,768"
"Matt Thomas","SG","TOR                  TOR","24","2019","2021","3","$4,198,912","$1,399,637","$1,393,214","$3,175,835"
"James Ennis III","SF","PHI                  PHI","28","2019","2020","2","$4,012,890","$2,006,445","$2,756,981","$2,756,981"
"P.J. Dozier","PG","DEN                  DEN","22","2019","2021","3","$3,856,771","$1,285,590","$1,945,911","$2,593,846"
"Anzejs Pasecniks","C","WAS                  WAS","23","2019","2021","3","$3,782,746","$1,260,915","$2,000,125","$3,782,746"
"Cameron Payne","PG","TOR                  TOR","24","2019","2020","2","$3,714,156","$1,857,078","$3,714,156","$3,714,156"
"Mario Hezonja","SG","POR                  POR","23","2019","2020","2","$3,714,156","$1,857,078","$3,605,584","$3,605,584"
"Juan Toscano-Anderson","SF","GSW                  GSW","25","2019","2019","3","$3,650,791","$1,216,930","$1,868,170","$3,650,791"
"Ky Bowman","SG","GSW                  GSW","21","2019","2021","3","$3,650,791","$1,216,930","$1,868,170","$3,650,791"
"Dragan Bender","PF","MIL                  MIL","21","2019","2020","2","$3,502,857","$1,751,429","$3,502,857","$3,502,857"
"David Nwaba","SG","BKN                  BKN","25","2019","2020","2","$3,502,857","$1,751,429","$3,502,857","$3,502,857"
"DeMarcus Cousins","C","LAL                  LAL","28","2019","2019","1","$3,500,000","$3,500,000","$3,500,000","$3,500,000"
"Mychal Mulder","G","GSW                  GSW","24","2019","2021","3","$3,488,384","$1,162,795","$1,705,763","$3,488,384"
"Isaiah Taylor","PG","TOR                  TOR","24","2019","2020","2","$3,383,360","$1,691,680","$3,383,360","$3,383,360"
"Furkan Korkmaz","SG","PHI                  PHI","21","2019","2020","2","$3,383,360","$1,691,680","$3,282,075","$3,282,075"
"Tyler Lydon","PF","SAC                  SAC","22","2019","2020","2","$3,383,360","$1,691,680","$3,383,360","$3,383,360"
"Amile Jefferson","PF","ORL                  ORL","25","2019","2020","2","$3,282,647","$1,641,324","$3,282,647","$3,282,647"
"Thanasis Antetokounmpo","SF","MIL                  MIL","26","2019","2020","2","$3,147,290","$1,573,645","$3,056,934","$3,056,934"
"Joakim Noah","C","LAC                  LAC","33","2019","2020","2","$2,982,794","$1,491,397","$2,982,794","$2,982,794"
"David Nwaba","SG","HOU                  HOU","25","2019","2020","2","$2,765,361","$1,382,681","$2,727,114","$2,727,114"
"Tyler Zeller","C","SAS                  SAS","28","2019","2020","2","$2,681,732","$1,340,866","$2,681,732","$2,681,732"
"Ryan Anderson","PF","HOU                  HOU","30","2019","2019","1","$2,564,753","$2,564,753","$2,564,753","$2,564,753"
"Thabo Sefolosha","SF","HOU                  HOU","34","2019","2019","1","$2,564,753","$2,564,753","$2,404,456","$2,404,456"
"Joe Johnson","SG","DET                  DET","37","2019","2019","1","$2,564,753","$2,564,753","$2,564,753","$2,564,753"
"Dwight Howard","C","LAL                  LAL","33","2019","2019","1","$2,564,753","$2,564,753","$2,404,456","$2,404,456"
"Udonis Haslem","PF","MIA                  MIA","38","2019","2019","1","$2,564,753","$2,564,753","$2,404,456","$2,404,456"
"Vince Carter","SG","ATL                  ATL","41","2019","2019","1","$2,564,753","$2,564,753","$2,404,456","$2,404,456"
"Pau Gasol","C","POR                  POR","38","2019","2019","1","$2,564,753","$2,564,753","$2,564,753","$2,564,753"
"Kyle Korver","SG","MIL                  MIL","37","2019","2019","1","$2,564,753","$2,564,753","$2,404,456","$2,404,456"
"Tyson Chandler","C","HOU                  HOU","36","2019","2019","1","$2,564,753","$2,564,753","$2,404,456","$2,404,456"
"Wilson Chandler","SF","BKN                  BKN","31","2019","2019","1","$2,564,753","$2,564,753","$2,404,456","$2,404,456"
"Jeff Green","PF","UTA                  UTA","32","2019","2019","1","$2,564,753","$2,564,753","$2,564,753","$2,564,753"
"Jared Dudley","SF","LAL                  LAL","33","2019","2019","1","$2,564,753","$2,564,753","$2,404,456","$2,404,456"
"Anthony Tolliver","PF","POR                  POR","33","2019","2019","1","$2,564,753","$2,564,753","$1,246,151","$1,246,151"
"Jose Barea","PG","DAL                  DAL","34","2019","2019","1","$2,564,753","$2,564,753","$2,404,456","$2,404,456"
"Gerald Green","SG","HOU                  HOU","32","2019","2019","1","$2,564,753","$2,564,753","$1,028,799","$1,028,799"
"Rondae Hollis-Jefferson","SF","TOR                  TOR","23","2019","2019","1","$2,500,000","$2,500,000","$2,343,750","$2,343,750"
"Marquese Chriss","SF","GSW                  GSW","21","2019","2020","2","$2,478,471","$1,239,236","$1,316,606","$1,316,606"
"Timothe Luwawu-Cabarrot","SG","BKN                  BKN","23","2019","2020","2","$2,478,471","$1,239,236","$2,478,471","$2,478,471"
"Max Strus","SG","BOS                  BOS","22","2019","2020","2","$2,416,291","$1,208,146","$2,416,291","$2,416,291"
"Javonte Green","SG","BOS                  BOS","25","2019","2020","2","$2,416,291","$1,208,146","$1,393,214","$1,393,214"
"Talen Horton-Tucker","SG","LAL                  LAL","18","2019","2020","2","$2,416,291","$1,208,146","$2,360,147","$2,360,147"
"Terence Davis","SG","TOR                  TOR","21","2019","2020","2","$2,416,291","$1,208,146","$1,393,214","$1,393,214"
"Ignas Brazdeikis","SF","NYK                  NYK","19","2019","2020","2","$2,416,291","$1,208,146","$1,393,214","$3,175,835"
"Patrick Patterson","PF","LAC                  LAC","29","2019","2019","1","$2,331,593","$2,331,593","$2,185,868","$2,185,868"
"Lance Thomas","SF","BKN                  BKN","30","2019","2019","1","$2,320,044","$2,320,044","$2,320,044","$2,320,044"
"Alec Burks","SG","GSW                  GSW","27","2019","2019","1","$2,320,044","$2,320,044","$772,529","$772,529"
"Isaiah Thomas","PG","WAS                  WAS","29","2019","2019","1","$2,320,044","$2,320,044","$917,532","$917,532"
"Juwan Morgan","SF","UTA                  UTA","21","2019","2020","2","$2,264,035","$1,132,018","$2,264,035","$2,264,035"
"Brandon Goodwin","PG","ATL                  ATL","23","2019","2020","2","$2,224,331","$1,112,166","$2,224,331","$2,224,331"
"Tyler Zeller","C","DEN                  DEN","28","2019","2019","1","$2,174,318","$2,174,318","$2,174,318","$2,174,318"
"Cameron Payne","PG","PHX                  PHX","24","2019","2020","2","$2,173,299","$1,086,650","$2,173,299","$2,173,299"
"Carmelo Anthony","PF","POR                  POR","34","2019","2019","1","$2,159,029","$2,159,029","$2,024,090","$2,024,090"
"Rayjon Tucker","SF","UTA                  UTA","21","2019","2020","2","$2,096,554","$1,048,277","$2,096,554","$2,096,554"
"Chris Clemons","PG","HOU                  HOU","21","2019","2020","2","$2,081,328","$1,040,664","$2,081,328","$3,863,949"
"Iman Shumpert","SG","BKN                  BKN","28","2019","2019","1","$2,031,677","$2,031,677","$2,031,677","$2,031,677"
"Trey Burke","PG","PHI                  PHI","26","2019","2019","1","$2,028,594","$2,028,594","$2,028,594","$2,028,594"
"Kyle O'Quinn","C","PHI                  PHI","28","2019","2019","1","$2,028,594","$2,028,594","$1,901,807","$1,901,807"
"Troy Daniels","SG","LAL                  LAL","27","2019","2019","1","$2,028,594","$2,028,594","$2,028,594","$2,028,594"
"Michael Carter-Williams","PG","ORL                  ORL","27","2019","2019","1","$2,028,594","$2,028,594","$1,901,807","$1,901,807"
"Nerlens Noel","C","OKC                  OKC","24","2019","2019","1","$2,028,594","$2,028,594","$1,901,807","$1,901,807"
"Jordan Bell","C","CLE                  CLE","23","2019","2020","2","$2,012,796","$1,006,398","$2,012,796","$2,012,796"
"Noah Vonleh","PF","MIN                  MIN","23","2019","2019","1","$2,000,000","$2,000,000","$677,260","$677,260"
"Chris Silva","F","MIA                  MIA","22","2019","2020","2","$1,984,899","$992,450","$1,984,899","$3,767,520"
"Glenn Robinson III","SF","GSW                  GSW","24","2019","2019","1","$1,882,867","$1,882,867","$744,637","$744,637"
"Tim Frazier","PG","DET                  DET","28","2019","2019","1","$1,882,867","$1,882,867","$1,882,867","$1,882,867"
"Norvel Pelle","PF","PHI                  PHI","25","2019","2019","2","$1,868,170","$934,085","$1,868,170","$1,868,170"
"Markieff Morris","PF","LAL                  LAL","29","2019","2019","1","$1,750,000","$1,750,000","$1,750,000","$1,750,000"
