"Player","Pos","Team                     Signed With","Age                     At Signing","Start","End","Yrs","Value","AAV","2-Year Cash","3-Year Cash"
"Goran Dragic","PG","PHX                  PHX","25","2012","2015","4","$30,000,000","$7,500,000","$15,000,000","$22,500,000"
"Steve Nash","PG","PHX                  PHX","37","2012","2014","3","$27,901,500","$9,300,500","$18,200,500","$27,901,500"
"Jameer Nelson","PG","ORL                  ORL","29","2012","2013","3","$25,200,000","$8,400,000","$17,200,000","$25,200,000"
"Omer Asik","C","HOU                  HOU","25","2012","2014","3","$25,123,938","$8,374,646","$10,225,000","$25,123,938"
"Jeremy Lin","PG","HOU                  HOU","23","2012","2014","3","$25,123,938","$8,374,646","$10,225,000","$25,123,938"
"Kris Humphries","PF","BKN                  BKN","26","2012","2013","2","$24,000,000","$12,000,000","$24,000,000","$24,000,000"
"Andray Blatche","C","WAS                  WAS","25","2012","2014","3","$23,384,762","$7,794,921","$14,913,423","$23,384,762"
"Andray Blatche","C","WAS                  WAS","25","2012","2012","3","$23,384,762","$7,794,921","$14,913,423","$23,384,762"
"Anthony Davis","C","NOH                  NOH","18","2012","2015","4","$23,198,010","$5,799,503","$10,520,040","$16,127,280"
"Courtney Lee","SG","HOU                  HOU","26","2012","2015","4","$21,350,000","$5,337,500","$10,225,000","$15,675,000"
"Jamal Crawford","SG","LAC                  LAC","31","2012","2015","4","$21,350,000","$5,337,500","$10,225,000","$15,675,000"
"Brendan Haywood","C","DAL                  DAL","32","2012","2014","3","$21,070,500","$7,023,500","$13,322,500","$21,070,500"
"Josh Childress","SF","PHX                  PHX","28","2012","2014","3","$21,000,000","$7,000,000","$13,682,500","$21,000,000"
"Michael Kidd-Gilchrist","SF","CHA                  CHA","18","2012","2015","4","$20,760,923","$5,190,231","$9,412,560","$14,429,520"
"Andrei Kirilenko","SF","MIN                  MIN","30","2012","2013","2","$19,998,769","$9,999,385","$19,998,769","$19,998,769"
"Brandon Bass","PF","BOS                  BOS","26","2012","2014","3","$19,350,000","$6,450,000","$12,450,000","$19,350,000"
"Landry Fields","SF","TOR                  TOR","23","2012","2014","3","$18,750,000","$6,250,000","$12,500,000","$18,750,000"
"Bradley Beal","SG","WAS                  WAS","18","2012","2015","4","$18,652,514","$4,663,129","$8,452,560","$12,957,840"
"Michael Beasley","SF","PHX                  PHX","22","2012","2014","3","$18,000,000","$6,000,000","$11,750,000","$18,000,000"
"Luis Scola","PF","HOU                  HOU","31","2012","2014","3","$17,173,866","$5,724,622","$11,032,829","$17,173,866"
"Brendan Haywood","C","CHA                  CHA","32","2012","2015","4","$16,836,188","$4,209,047","$4,100,000","$6,313,688"
"Dion Waiters","SG","CLE                  CLE","20","2012","2015","4","$16,821,270","$4,205,318","$7,620,840","$11,682,840"
"Elton Brand","PF","PHI                  PHI","32","2012","2012","1","$16,060,354","$16,060,354","$16,060,354","$16,060,354"
"Ian Mahinmi","C","DAL                  DAL","25","2012","2015","4","$16,000,000","$4,000,000","$8,000,000","$12,000,000"
"Jason Terry","SG","BOS                  BOS","34","2012","2014","3","$15,675,000","$5,225,000","$10,625,313","$16,475,626"
"Louis Williams","SG","ATL                  ATL","25","2012","2014","3","$15,675,000","$5,225,000","$10,225,000","$15,675,000"
"Robin Lopez","C","NOH                  NOH","23","2012","2014","3","$15,359,283","$5,119,761","$10,803,554","$16,928,283"
"Jonas Valanciunas","C","TOR                  TOR","19","2012","2015","4","$15,239,922","$3,809,981","$6,901,080","$10,579,440"
"Steve Novak","SF","NYK                  NYK","28","2012","2015","4","$15,000,002","$3,750,001","$7,804,055","$11,250,002"
"Raymond Felton","PG","POR                  POR","27","2012","2015","4","$14,861,532","$3,715,383","$7,117,526","$10,911,219"
"Andre Miller","PG","DEN                  DEN","35","2012","2014","3","$14,625,000","$4,875,000","$10,000,000","$14,625,000"
"Damian Lillard","PG","POR                  POR","21","2012","2015","4","$13,845,166","$3,461,292","$6,267,960","$9,608,880"
"Luis Scola","PF","PHX                  PHX","31","2012","2014","3","$13,525,513","$4,508,504","$8,657,014","$13,525,513"
"Marcus Camby","C","NYK                  NYK","37","2012","2014","3","$13,151,319","$4,383,773","$8,974,111","$13,151,319"
"Spencer Hawes","PF","PHI                  PHI","23","2012","2013","2","$13,100,000","$6,550,000","$13,100,000","$13,100,000"
"John Henson","PF","MIL                  MIL","21","2012","2015","4","$12,733,181","$3,183,295","$3,728,640","$5,695,960"
"Terrence Ross","SF","TOR                  TOR","20","2012","2015","4","$11,589,837","$2,897,459","$5,241,960","$8,035,920"
"Danny Green","SF","SAS                  SAS","24","2012","2014","3","$11,287,500","$3,762,500","$7,262,500","$11,287,500"
"Andre Drummond","C","DET                  DET","18","2012","2015","4","$10,659,170","$2,664,793","$4,818,720","$7,387,080"
"Thomas Robinson","PF","SAC                  SAC","20","2012","2014","3","$10,579,440","$3,526,480","$6,901,080","$10,579,440"
"Gerald Green","SG","IND                  IND","25","2012","2014","3","$10,500,000","$3,500,000","$7,000,000","$10,500,000"
"Brandon Roy","SG","MIN                  MIN","27","2012","2013","2","$10,429,500","$5,214,750","$5,100,000","$5,100,000"
"Stephen Jackson","SF","SAS                  SAS","33","2012","2012","1","$10,059,750","$10,059,750","$10,059,750","$10,059,750"
"Ramon Sessions","PG","CHA                  CHA","25","2012","2013","2","$10,000,000","$5,000,000","$10,000,000","$10,000,000"
"Alonzo Gee","SF","CLE                  CLE","24","2012","2014","3","$9,750,000","$3,250,000","$6,750,000","$9,750,000"
"Meyers Leonard","C","POR                  POR","19","2012","2015","4","$9,742,479","$2,435,620","$4,348,680","$6,666,600"
"Mirza Teletovic","PF","BKN                  BKN","26","2012","2014","3","$9,687,150","$3,229,050","$6,319,050","$9,687,150"
"Darrell Arthur","PF","MEM                  MEM","23","2012","2014","2","$9,675,000","$4,837,500","$6,237,900","$9,695,049"
"Alexey Shved","PG","MIN                  MIN","23","2012","2014","3","$9,449,999","$3,150,000","$6,167,943","$9,449,999"
"Jeremy Lamb","SG","HOU                  HOU","19","2012","2015","4","$9,367,716","$2,341,929","$4,131,360","$6,333,360"
"Boris Diaw","C","SAS                  SAS","29","2012","2013","2","$9,202,500","$4,601,250","$9,202,500","$9,202,500"
"Jason Kidd","PG","NYK                  NYK","38","2012","2014","3","$9,090,000","$3,030,000","$6,180,000","$9,270,000"
"Kosta Koufos","C","DEN                  DEN","22","2012","2014","3","$9,000,000","$3,000,000","$6,000,000","$9,000,000"
"Joel Freeland","PF","POR                  POR","24","2012","2014","3","$8,925,000","$2,975,000","$5,911,488","$8,925,000"
"Harrison Barnes","PF","GSW                  GSW","19","2012","2015","4","$8,771,880","$2,192,970","$5,721,960","$8,771,880"
"Marreese Speights","PF","MEM                  MEM","24","2012","2013","2","$8,715,000","$4,357,500","$8,715,000","$8,715,000"
"Maurice Harkless","SF","PHI                  PHI","18","2012","2015","4","$8,323,699","$2,080,925","$3,541,800","$5,429,640"
"O.J. Mayo","SG","DAL                  DAL","24","2012","2013","2","$8,220,900","$4,110,450","$8,220,900","$8,220,900"
"Brandon Rush","SG","GSW                  GSW","26","2012","2013","2","$8,000,000","$4,000,000","$8,000,000","$8,000,000"
"Carl Landry","PF","GSW                  GSW","28","2012","2013","2","$8,000,000","$4,000,000","$8,000,000","$8,000,000"
"Chris Kaman","C","DAL                  DAL","29","2012","2012","1","$8,000,000","$8,000,000","$8,000,000","$8,000,000"
"Kirk Hinrich","SG","CHI                  CHI","30","2012","2013","2","$8,000,000","$4,000,000","$8,000,000","$8,000,000"
"Tyler Zeller","C","CLE                  CLE","21","2012","2015","4","$7,517,295","$1,879,324","$3,196,560","$4,900,320"
"Terrence Jones","PF","HOU                  HOU","19","2012","2015","4","$7,145,049","$1,786,262","$3,036,840","$4,655,520"
"Austin Rivers","SG","NOH                  NOH","19","2012","2014","3","$7,017,240","$2,339,080","$4,577,400","$7,017,240"
"Jordan Hill","C","LAL                  LAL","24","2012","2013","2","$7,000,000","$3,500,000","$7,000,000","$7,000,000"
"Shannon Brown","PG","PHX                  PHX","26","2012","2013","2","$7,000,000","$3,500,000","$7,000,000","$7,000,000"
"Darko Milicic","PF","MIN                  MIN","26","2012","2013","2","$6,983,000","$3,491,500","$6,983,000","$6,983,000"
"Andrew Nicholson","PF","ORL                  ORL","22","2012","2015","4","$6,826,593","$1,706,648","$2,900,160","$4,446,000"
"DeShawn Stevenson","SF","ATL                  ATL","30","2012","2014","3","$6,721,350","$2,240,450","$2,240,450","$2,240,450"
"Aaron Brooks","PG","SAC                  SAC","26","2012","2013","2","$6,646,250","$3,323,125","$6,646,250","$6,646,250"
"Donatas Motiejunas","PF","HOU                  HOU","21","2012","2015","4","$6,556,245","$1,639,061","$2,784,120","$4,268,040"
"Evan Fournier","SG","DEN                  DEN","19","2012","2015","4","$6,556,244","$1,639,061","$2,784,120","$4,268,040"
"Jared Sullinger","PF","BOS                  BOS","19","2012","2015","4","$6,366,420","$1,591,605","$2,672,640","$4,097,160"
"Ray Allen","SG","MIA                  MIA","36","2012","2013","2","$6,319,050","$3,159,525","$6,319,050","$6,319,050"
"Jerryd Bayless","PG","MEM                  MEM","23","2012","2013","2","$6,135,000","$3,067,500","$6,135,000","$6,135,000"
"LaVoy Allen","PF","PHI                  PHI","22","2012","2013","2","$6,060,000","$3,030,000","$6,060,000","$6,060,000"
"Carlos Delfino","SG","HOU                  HOU","29","2012","2013","2","$6,000,000","$3,000,000","$6,000,000","$6,000,000"
"Kwame Brown","C","PHI                  PHI","29","2012","2013","2","$5,764,945","$2,882,473","$2,819,044","$2,819,044"
"J.R. Smith","SG","NYK                  NYK","26","2012","2013","2","$5,739,194","$2,869,597","$5,739,194","$5,739,194"
"Tony Wroten Jr.","SG","MEM                  MEM","18","2012","2015","3","$5,659,594","$1,886,531","$2,270,160","$3,480,240"
"Nick Young","SG","PHI                  PHI","26","2012","2012","1","$5,600,000","$5,600,000","$5,600,000","$5,600,000"
"Miles Plumlee","C","IND                  IND","23","2012","2015","4","$5,473,973","$1,368,493","$2,194,800","$3,364,680"
"Perry Jones III","SF","OKC                  OKC","20","2012","2015","4","$5,285,886","$1,321,472","$2,118,480","$3,247,680"
"Greg Stiemsma","C","MIN                  MIN","26","2012","2013","2","$5,265,875","$2,632,938","$2,575,000","$2,575,000"
"Aaron Gray","C","TOR                  TOR","27","2012","2013","2","$5,265,875","$2,632,938","$4,616,899","$4,616,899"
"Anthony Randolph","PF","DEN                  DEN","22","2012","2013","3","$5,250,000","$1,750,000","$3,424,641","$3,424,641"
"Jeremy Evans","SF","UTA                  UTA","24","2012","2014","3","$5,250,000","$1,750,000","$3,455,129","$5,250,000"
"Festus Ezeli","C","GSW                  GSW","22","2012","2015","4","$5,209,508","$1,302,377","$2,087,880","$3,200,760"
"Reggie Evans","PF","LAC                  LAC","31","2012","2014","3","$5,086,905","$1,695,635","$3,318,252","$5,086,905"
"Aaron Brooks","PG","HOU                  HOU","26","2012","2013","2","$4,908,000","$2,454,000","$4,908,000","$4,908,000"
"Jared Jeffries","PF","POR                  POR","30","2012","2014","3","$4,624,458","$1,541,486","$3,016,592","$4,624,458"
"C.J. Miles","SF","CLE                  CLE","24","2012","2013","2","$4,450,000","$2,225,000","$4,450,000","$4,450,000"
"Willie Green","SF","LAC                  LAC","30","2012","2014","3","$4,222,997","$1,407,666","$2,774,507","$4,222,997"
"Sasha Pavlovic","SG","BOS                  BOS","28","2012","2014","3","$4,080,710","$1,360,237","",""
"Grant Hill","SF","LAC                  LAC","39","2012","2012","2","$4,002,065","$2,001,033","$4,002,065","$4,002,065"
"Ryan Gomes","SF","LAC                  LAC","29","2012","2012","1","$4,000,000","$4,000,000","",""
"J.J Hickson","PF","POR                  POR","23","2012","2012","1","$4,000,000","$4,000,000","$4,000,000","$4,000,000"
"Chauncey Billups","PG","LAC                  LAC","35","2012","2012","1","$4,000,000","$4,000,000","$4,000,000","$4,000,000"
"Victor Claver","SF","POR                  POR","23","2012","2014","3","$4,000,000","$1,333,333","$2,630,000","$4,000,000"
"Kendall Marshall","PG","PHX                  PHX","20","2012","2013","2","$3,924,720","$1,962,360","$3,924,720","$6,016,560"
"John Jenkins","SG","ATL                  ATL","20","2012","2014","3","$3,776,280","$1,258,760","$2,463,360","$3,776,280"
"Hasheem Thabeet","C","OKC                  OKC","24","2012","2014","3","$3,650,000","$1,216,667","$2,400,000","$3,650,000"
"D.J. Augustin","PG","IND                  IND","24","2012","2012","1","$3,500,000","$3,500,000","$3,500,000","$3,500,000"
"Royce White","PF","HOU                  HOU","20","2012","2013","2","$3,364,920","$1,682,460","$3,364,920","$3,364,920"
"Arnett Moultrie","PF","PHI                  PHI","21","2012","2014","3","$3,267,720","$1,089,240","$2,131,560","$3,267,720"
"Kyle Singler","SF","DET                  DET","23","2012","2014","3","$3,135,000","$1,045,000","$2,045,000","$3,135,000"
"John Lucas III","PG","TOR                  TOR","29","2012","2013","2","$3,067,500","$1,533,750","$3,067,500","$3,067,500"
"Marquis Teague","PG","CHI                  CHI","18","2012","2014","3","$3,052,640","$1,017,547","$1,931,720","$3,052,640"
"Jodie Meeks","SG","LAL                  LAL","24","2012","2013","2","$3,050,000","$1,525,000","$3,050,000","$3,050,000"
"Vyacheslav Kravtsov","C","DET                  DET","24","2012","2013","2","$3,000,000","$1,500,000","",""
"Nando De Colo","PG","SAS                  SAS","24","2012","2013","2","$2,863,000","$1,431,500","$2,863,000","$2,863,000"
"Ishmael Smith","PG","ORL                  ORL","23","2012","2013","3","$2,854,389","$951,463","$1,861,954","$2,854,389"
"Rashard Lewis","PF","MIA                  MIA","32","2012","2013","2","$2,751,688","$1,375,844","$2,751,688","$2,751,688"
"Daniel Orton","C","OKC                  OKC","21","2012","2014","3","$2,751,572","$917,191","$854,389","$854,389"
"Hamed Haddadi","C","MEM                  MEM","26","2012","2013","2","$2,697,500","$1,348,750","$1,300,000","$1,300,000"
"Draymond Green","PF","GSW                  GSW","21","2012","2014","3","$2,640,743","$880,248","$1,725,500","$2,640,743"
"Fab Melo","C","BOS                  BOS","21","2012","2013","2","$2,565,960","$1,282,980","$2,565,960","$2,565,960"
"Randy Foye","SG","UTA                  UTA","28","2012","2012","1","$2,500,000","$2,500,000","$2,500,000","$2,500,000"
"Kyle O'Quinn","C","ORL                  ORL","21","2012","2014","3","$2,492,987","$830,996","$1,577,744","$2,492,987"
"James Anderson","SG","HOU                  HOU","22","2012","2013","3","$2,429,920","$809,973","$1,448,836","$1,448,836"
"Ronnie Price","PG","POR                  POR","28","2012","2013","2","$2,412,314","$1,206,157","$2,412,314","$2,412,314"
"Quincy Acy","PF","TOR                  TOR","21","2012","2014","3","$2,369,115","$789,705","$1,453,872","$2,369,115"
"Jared Cunningham","SG","DAL                  DAL","20","2012","2013","2","$2,364,720","$1,182,360","$2,364,720","$3,625,080"
"Doron Lamb","SG","MIL                  MIL","20","2012","2013","3","$2,354,115","$784,705","$1,438,872","$1,438,872"
"Jae Crowder","SF","DAL                  DAL","21","2012","2014","3","$2,304,606","$768,202","$1,389,363","$2,304,606"
"Jeff Taylor","SG","CHA                  CHA","22","2012","2014","3","$2,279,115","$759,705","$1,363,872","$2,279,115"
"Orlando Johnson","SG","IND                  IND","22","2012","2014","3","$2,254,115","$751,372","$788,872","$788,872"
"Will Barton","SG","POR                  POR","20","2012","2014","3","$2,254,115","$751,372","$1,338,872","$2,254,115"
"Patty Mills","PG","SAS                  SAS","23","2012","2013","2","$2,219,070","$1,109,535","$2,219,070","$2,219,070"
"Michael Eric","C","CLE                  CLE","23","2012","2012","3","$2,177,719","$725,906","",""
"Scott Machado","PG","HOU                  HOU","21","2012","2014","3","$2,177,719","$725,906","",""
"Khris Middleton","SF","DET                  DET","20","2012","2014","3","$2,177,719","$725,906","$1,262,476","$2,177,719"
"Quincy Miller","SF","DEN                  DEN","19","2012","2014","3","$2,177,719","$725,906","$1,262,476","$2,177,719"
"Kevin Jones","PF","CLE                  CLE","22","2012","2012","3","$2,177,719","$725,906","$50,000","$50,000"
"Elton Brand","PF","DAL                  DAL","32","2012","2012","1","$2,100,500","$2,100,500","$2,100,500","$2,100,500"
"C.J. Watson","PG","BKN                  BKN","27","2012","2013","2","$2,099,622","$1,049,811","$2,099,622","$2,099,622"
"Hollis Thompson","SG","OKC                  OKC","20","2012","2012","3","$2,090,188","$696,729","$837,195","$1,691,584"
"Patrick Beverley","PG","HOU                  HOU","23","2012","2014","3","$1,985,491","$661,830","$1,070,248","$1,985,491"
"Marco Belinelli","SG","CHI                  CHI","25","2012","2012","1","$1,957,000","$1,957,000","$1,957,000","$1,957,000"
"Jerel McNeal","PG","UTA                  UTA","24","2012","2014","3","$1,886,258","$628,753","$53,802","$53,802"
"Tim Ohlbrecht","C","HOU                  HOU","23","2012","2014","3","$1,848,982","$616,327","",""
"Daniel Orton","C","OKC                  OKC","21","2012","2012","2","$1,770,488","$885,244","",""
"James White","SG","NYK                  NYK","29","2012","2013","2","$1,770,488","$885,244","$854,389","$854,389"
"Martell Webster","SF","WAS                  WAS","25","2012","2012","1","$1,750,000","$1,750,000","$1,750,000","$1,750,000"
"DeAndre Liggins","SG","OKC                  OKC","23","2012","2013","2","$1,646,488","$823,244","$762,195","$762,195"
"Cory Higgins","SG","CHA                  CHA","22","2012","2012","2","$1,646,488","$823,244","",""
"E'Twaun Moore","SG","ORL                  ORL","22","2012","2013","2","$1,646,488","$823,244","$1,646,488","$1,646,488"
"Lance Thomas","SF","NOH                  NOH","23","2012","2013","2","$1,646,488","$823,244","$762,195","$762,195"
"P.J. Tucker","PF","PHX                  PHX","26","2012","2013","2","$1,646,488","$823,244","$1,646,488","$1,646,488"
"Jeff Adrien","SF","CHA                  CHA","25","2012","2013","2","$1,569,455","$784,728","$1,569,455","$1,569,455"
"Micah Downs","SG","BOS                  BOS","25","2012","2012","2","$1,462,476","$731,238","",""
"Dan Gadzuric","C","PHI                  PHI","33","2012","2012","1","$1,352,181","$1,352,181","",""
"Eddy Curry","C","SAS                  SAS","","2012","2012","1","$1,352,181","$1,352,181","$1,352,181","$1,352,181"
"Anthony Carter","PG","DEN                  DEN","","2012","2012","1","$1,352,181","$1,352,181","",""
"Joel Przybilla","C","MIL                  MIL","32","2012","2012","1","$1,352,181","$1,352,181","$1,352,181","$1,352,181"
"Jermaine O'Neal","C","PHX                  PHX","33","2012","2012","1","$1,352,181","$1,352,181","$1,352,181","$1,352,181"
"Nazr Mohammed","C","CHI                  CHI","34","2012","2012","1","$1,352,181","$1,352,181","$1,352,181","$1,352,181"
"Jason Collins","C","BOS                  BOS","24","2012","2012","1","$1,352,181","$1,352,181","$1,352,181","$1,352,181"
"Keyon Dooling","SG","BOS                  BOS","31","2012","2012","1","$1,352,181","$1,352,181","",""
"Vladimir Radmanovic","SF","CHI                  CHI","31","2012","2012","1","$1,352,181","$1,352,181","",""
"Antawn Jamison","PF","LAL                  LAL","35","2012","2012","1","$1,352,181","$1,352,181","$1,352,181","$1,352,181"
"Chris Wilcox","PF","BOS                  BOS","29","2012","2012","1","$1,352,181","$1,352,181","$1,352,181","$1,352,181"
"Jerry Stackhouse","SF","BKN                  BKN","37","2012","2012","1","$1,352,181","$1,352,181","$1,352,181","$1,352,181"
"Troy Murphy","PF","DAL                  DAL","31","2012","2012","1","$1,336,273","$1,336,273","",""
"Jamaal Magloire","C","TOR                  TOR","","2012","2012","1","$1,325,181","$1,325,181","$1,325,181","$1,325,181"
"Chris Quinn","PG","CLE                  CLE","28","2012","2013","2","$1,276,282","$638,141","$169,340","$169,340"
"Shavlik Randolph","PF","BOS                  BOS","28","2012","2013","2","$1,270,442","$635,221","$1,270,442","$1,270,442"
"Chris Johnson","PF","MIN                  MIN","26","2012","2013","2","$1,262,880","$631,440","$1,262,880","$1,262,880"
"Mickael Gelabale","SF","MIN                  MIN","28","2012","2013","1","$1,262,880","$1,262,880","",""
"Darius Miller","SF","NOH                  NOH","21","2012","2013","2","$1,262,476","$631,238","$1,262,476","$1,262,476"
"Kevin Murphy","SG","UTA                  UTA","21","2012","2013","2","$1,262,476","$631,238","$473,604","$473,604"
"Henry Sims","C","NYK                  NYK","21","2012","2012","2","$1,262,476","$631,238","$838,872","$1,954,115"
"Brian Roberts","PG","NOH                  NOH","26","2012","2013","2","$1,262,476","$631,238","$1,262,476","$1,262,476"
"Mike Scott","PF","ATL                  ATL","23","2012","2013","2","$1,262,476","$631,238","$1,262,476","$1,262,476"
"Chris Smith","SG","NYK                  NYK","24","2012","2012","2","$1,262,476","$631,238","",""
"Kim English","SG","DET                  DET","23","2012","2013","2","$1,262,476","$631,238","$473,604","$473,604"
"Maalik Wayns","PG","PHI                  PHI","20","2012","2013","2","$1,262,476","$631,238","",""
"Dionte Christmas","SG","BOS                  BOS","25","2012","2012","2","$1,262,476","$631,238","",""
"Kent Bazemore","SG","GSW                  GSW","22","2012","2013","2","$1,262,476","$631,238","$1,262,476","$1,262,476"
"Kris Joseph","SF","BOS                  BOS","23","2012","2013","2","$1,262,476","$631,238","",""
"Bernard James","C","DAL                  DAL","26","2012","2013","2","$1,262,476","$631,238","$473,604","$473,604"
"Tornike Shengelia","SF","BKN                  BKN","20","2012","2013","2","$1,262,476","$631,238","$788,872","$788,872"
"Tyshawn Taylor","PG","BKN                  BKN","21","2012","2013","2","$1,262,476","$631,238","",""
"Brian Cook","PF","WAS                  WAS","31","2012","2012","1","$1,229,255","$1,229,255","",""
"Jannero Pargo","PG","WAS                  WAS","32","2012","2012","1","$1,229,255","$1,229,255","",""
"Darko Milicic","PF","BOS                  BOS","26","2012","2012","1","$1,229,255","$1,229,255","",""
"Marquis Daniels","SF","MIL                  MIL","30","2012","2012","1","$1,229,255","$1,229,255","",""
"Leandro Barbosa","SG","BOS                  BOS","29","2012","2012","1","$1,229,255","$1,229,255","$1,229,255","$1,229,255"
"Matt Barnes","SF","LAC                  LAC","31","2012","2012","1","$1,229,255","$1,229,255","$1,229,255","$1,229,255"
"Roger Mason","SG","NOH                  NOH","31","2012","2012","1","$1,229,255","$1,229,255","",""
"Keith Bogans","SF","BKN                  BKN","31","2012","2012","1","$1,229,255","$1,229,255","$1,229,255","$1,229,255"
"Flip Murray","SG","MEM                  MEM","","2012","2012","1","$1,223,166","$1,223,166","",""
"Melvin Ely","C","DAL                  DAL","33","2012","2012","1","$1,223,166","$1,223,166","",""
"Marko Jaric","PG","CHI                  CHI","33","2012","2012","1","$1,223,166","$1,223,166","",""
"Damien Wilkins","SG","PHI                  PHI","31","2012","2012","1","$1,223,166","$1,223,166","$1,223,166","$1,223,166"
"Eddie Gill","PG","MIL                  MIL","33","2012","2012","1","$1,223,166","$1,223,166","",""
"Royal Ivey","PG","PHI                  PHI","30","2012","2012","1","$1,223,166","$1,223,166","",""
"Delonte West","PG","DAL                  DAL","","2012","2012","1","$1,223,166","$1,223,166","",""
"Solomon Jones","PF","NYK                  NYK","27","2012","2013","2","$1,217,915","$608,958","",""
"Terrence Williams","SG","BOS                  BOS","24","2012","2013","2","$1,197,823","$598,912","",""
"D.J. White","PF","BOS                  BOS","25","2012","2013","2","$1,183,658","$591,829","$156,234","$156,234"
"Kevin Jones","PF","CLE                  CLE","22","2012","2013","2","$1,178,899","$589,450","$390,027","$390,027"
"Ike Diogu","PF","PHX                  PHX","28","2012","2012","1","$1,146,337","$1,146,337","",""
"Andray Blatche","C","BKN                  BKN","25","2012","2012","1","$1,146,337","$1,146,337","$1,146,337","$1,146,337"
"Nate Robinson","PG","CHI                  CHI","27","2012","2012","1","$1,146,337","$1,146,337","$1,146,337","$1,146,337"
"Ronny Turiaf","C","LAC                  LAC","28","2012","2012","1","$1,146,337","$1,146,337","$1,146,337","$1,146,337"
"Derek Fisher","PG","DAL                  DAL","37","2012","2012","1","$1,113,561","$1,113,561","",""
"Dwayne Jones","C","GSW                  GSW","28","2012","2013","2","$1,112,781","$556,391","$5,839","$5,839"
"Josh Howard","SF","MIN                  MIN","31","2012","2012","1","$1,109,327","$1,109,327","",""
"Shaun Livingston","PG","WAS                  WAS","26","2012","2012","1","$1,108,044","$1,108,044","$1,108,044","$1,108,044"
"Solomon Jones","PF","NOH                  NOH","27","2012","2012","1","$1,069,509","$1,069,509","",""
"Josh Powell","PF","SAS                  SAS","28","2012","2012","1","$1,069,509","$1,069,509","$1,069,509","$1,069,509"
"Louis Amundson","PF","MIN                  MIN","29","2012","2012","1","$1,069,509","$1,069,509","",""
"Ronald Dupree","PF","MEM                  MEM","","2012","2012","1","$1,069,509","$1,069,509","",""
"Earl Barron","PF","WAS                  WAS","30","2012","2012","1","$1,069,509","$1,069,509","",""
"Josh Childress","SF","BKN                  BKN","28","2012","2012","1","$1,069,509","$1,069,509","",""
"Ronnie Brewer","SF","NYK                  NYK","26","2012","2012","1","$1,069,509","$1,069,509","",""
"Ryan Hollins","C","LAC                  LAC","27","2012","2012","1","$1,069,509","$1,069,509","$1,069,509","$1,069,509"
"Devin Ebanks","SF","LAL                  LAL","22","2012","2012","1","$1,054,389","$1,054,389","$1,054,389","$1,054,389"
"Donte Greene","SF","MEM                  MEM","23","2012","2013","2","$1,032,811","$516,406","$5,387","$5,387"
"Aron Baynes","C","SAS                  SAS","25","2012","2013","2","$1,028,460","$514,230","$1,028,460","$1,028,460"
"DaJuan Summers","PF","LAC                  LAC","23","2012","2012","2","$1,015,593","$507,797","$67,686","$67,686"
