"Player","Pos","Team                     Signed With","Age                     At Signing","Start","End","Yrs","Value","AAV","2-Year Cash","3-Year Cash"
"Jahlil Okafor","C","PHI                  PHI","19","2015","2017","3","$14,366,640","$4,788,880","$9,371,520","$12,899,147"
"Emmanuel Mudiay","PG","DEN                  DEN","18","2015","2018","4","$14,020,000","$3,505,000","$6,344,040","$7,547,618"
"Jameer Nelson","PG","DEN                  DEN","32","2015","2017","3","$13,621,575","$4,540,525","$8,885,525","$13,621,575"
"Stanley Johnson","SF","DET                  DET","18","2015","2018","4","$12,850,042","$3,212,511","$5,811,840","$8,909,640"
"Frank Kaminsky","C","CHA                  CHA","21","2015","2018","4","$11,817,962","$2,954,491","$5,342,520","$8,190,120"
"Mario Hezonja","SG","ORL                  ORL","19","2015","2017","3","$11,729,640","$3,909,880","$7,651,320","$11,729,640"
"Nemanja Bjelica","PF","MIN                  MIN","26","2015","2017","3","$11,700,000","$3,900,000","$7,750,001","$11,700,000"
"Justise Winslow","SF","MIA                  MIA","18","2015","2018","4","$11,229,126","$2,807,282","$5,075,160","$7,780,200"
"Deron Williams","PG","BKN                  BKN","30","2015","2016","2","$11,000,000","$5,500,000","$11,000,000","$11,000,000"
"Tim Duncan","PF","SAS                  SAS","38","2015","2016","2","$10,850,000","$5,425,000","$12,393,750","$12,393,750"
"Myles Turner","C","IND                  IND","18","2015","2018","4","$10,801,804","$2,700,451","$4,821,600","$7,391,520"
"Will Barton","SG","DEN                  DEN","23","2015","2017","3","$10,599,999","$3,533,333","$7,066,666","$10,599,999"
"Paul Pierce","SF","LAC                  LAC","37","2015","2017","3","$10,583,760","$3,527,920","$6,903,920","$10,583,760"
"Trey Lyles","PF","UTA                  UTA","19","2015","2018","4","$10,386,049","$2,596,512","$4,580,400","$7,021,800"
"J.R. Smith","SG","CLE                  CLE","29","2015","2016","2","$10,375,000","$5,187,500","$10,375,000","$10,375,000"
"Jonas Jerebko","PF","BOS                  BOS","27","2015","2016","2","$10,000,000","$5,000,000","$10,000,000","$10,000,000"
"Devin Booker","SG","PHX                  PHX","18","2015","2018","4","$9,985,165","$2,496,291","$4,351,440","$6,670,800"
"Cameron Payne","PG","OKC                  OKC","20","2015","2018","4","$9,600,735","$2,400,184","$2,630,411","$4,833,851"
"Rajon Rondo","PG","SAC                  SAC","28","2015","2015","1","$9,500,000","$9,500,000","$9,500,000","$9,500,000"
"Kelly Oubre Jr.","SF","WAS                  WAS","19","2015","2018","4","$9,228,550","$2,307,138","$3,926,880","$6,019,920"
"Tibor Pleiss","C","UTA                  UTA","25","2015","2017","3","$9,000,000","$3,000,000","$5,900,000","$9,000,000"
"Derrick Williams","PF","NYK                  NYK","23","2015","2016","2","$8,998,000","$4,499,000","$8,998,000","$8,998,000"
"Dante Cunningham","PF","NOP                  NOP","27","2015","2017","3","$8,934,750","$2,978,250","$5,828,250","$8,934,750"
"Terry Rozier","PG","BOS                  BOS","20","2015","2018","4","$8,769,710","$2,192,428","$3,730,800","$5,719,320"
"Rashad Vaughn","SG","MIL                  MIL","18","2015","2017","4","$8,334,685","$2,083,671","$3,544,080","$4,205,777"
"LaVoy Allen","PF","IND                  IND","25","2015","2016","2","$8,050,000","$4,025,000","$8,050,000","$12,050,000"
"Kendall Marshall","PG","PHI                  PHI","23","2015","2018","4","$8,000,000","$2,000,000","$4,193,029","$6,144,772"
"Sam Dekker","SF","HOU                  HOU","20","2015","2018","4","$7,921,655","$1,980,414","$3,366,960","$5,161,560"
"Jerian Grant","PG","NYK                  NYK","22","2015","2018","4","$7,568,554","$1,892,139","$3,215,400","$4,929,240"
"Nick Collison","PF","OKC                  OKC","34","2015","2016","2","$7,500,000","$3,750,000","$7,500,000","$7,500,000"
"Delon Wright","PG","TOR                  TOR","22","2015","2018","4","$7,268,738","$1,817,185","$3,086,640","$4,731,840"
"Justin Anderson","SG","DAL                  DAL","21","2015","2018","4","$7,058,648","$1,764,662","$1,885,434","$3,464,874"
"Bobby Portis","PF","CHI                  CHI","19","2015","2018","4","$6,855,506","$1,713,877","$2,844,840","$4,361,160"
"Drew Gooden","PF","WAS                  WAS","33","2015","2016","2","$6,847,000","$3,423,500","$6,847,000","$6,847,000"
"Rondae Hollis-Jefferson","SF","BKN                  BKN","19","2015","2018","4","$6,672,819","$1,668,205","$2,731,080","$4,202,462"
"Tyus Jones","PG","MIN                  MIN","18","2015","2018","4","$6,537,195","$1,634,299","$2,621,760","$4,093,142"
"K.J. McDaniels","SG","HOU                  HOU","21","2015","2016","2","$6,523,126","$3,261,563","$4,150,577","$7,627,451"
"Austin Rivers","SG","LAC                  LAC","22","2015","2016","2","$6,454,902","$3,227,451","$6,454,902","$6,454,902"
"Jarell Martin","PF","MEM                  MEM","20","2015","2018","4","$6,404,604","$1,601,151","$2,517,000","$3,988,382"
"Brandon Bass","PF","LAL                  LAL","29","2015","2016","2","$6,135,000","$3,067,500","$6,135,000","$6,135,000"
"Larry Nance Jr.","PF","LAL                  LAL","21","2015","2018","4","$6,107,053","$1,526,763","$2,363,280","$2,886,992"
"Omri Casspi","SF","SAC                  SAC","26","2015","2016","2","$5,800,000","$2,900,000","$5,800,000","$5,800,000"
"Darrell Arthur","PF","DEN                  DEN","26","2015","2016","2","$5,754,630","$2,877,315","$5,754,630","$5,754,630"
"Manu Ginobili","SG","SAS                  SAS","37","2015","2016","2","$5,754,630","$2,877,315","$5,754,630","$5,754,630"
"Bismack Biyombo","C","TOR                  TOR","22","2015","2016","2","$5,754,630","$2,877,315","$5,754,630","$5,754,630"
"Sonny Weems","SG","PHX                  PHX","","2015","2016","2","$5,754,630","$2,877,315","$5,754,630","$5,754,630"
"Mirza Teletovic","PF","PHX                  PHX","29","2015","2015","1","$5,500,000","$5,500,000","$5,500,000","$5,500,000"
"Richaun Holmes","C","PHI                  PHI","21","2015","2018","4","$5,171,902","$1,292,976","$2,100,000","$3,571,382"
"Joel Anthony","C","DET                  DET","32","2015","2016","2","$5,000,000","$2,500,000","$5,000,000","$5,000,000"
"T.J. McConnell","PG","PHI                  PHI","22","2015","2018","4","$4,471,631","$1,117,908","$1,399,729","$2,871,111"
"Jeremy Lin","PG","CHA                  CHA","26","2015","2016","2","$4,374,255","$2,187,128","$4,374,255","$4,374,255"
"Jason Smith","PF","ORL                  ORL","28","2015","2015","1","$4,300,000","$4,300,000","$4,300,000","$4,300,000"
"Joe Ingles","SF","UTA                  UTA","27","2015","2016","2","$4,300,000","$2,150,000","$4,300,000","$4,300,000"
"Mo Williams","PG","CLE                  CLE","32","2015","2016","2","$4,294,500","$2,147,250","$4,294,500","$4,294,500"
"Nikola Jokic","C","DEN                  DEN","19","2015","2017","3","$4,075,500","$1,358,500","$2,658,500","$4,129,882"
"Jordan Hill","C","IND                  IND","27","2015","2015","1","$4,000,000","$4,000,000","$4,000,000","$4,000,000"
"Alan Anderson","SG","WAS                  WAS","32","2015","2015","1","$4,000,000","$4,000,000","$4,000,000","$4,000,000"
"Chris McCullough","PF","BKN                  BKN","19","2015","2017","3","$3,803,102","$1,267,701","$1,541,915","$3,013,297"
"Jordan Mickey","PF","BOS                  BOS","20","2015","2017","3","$3,670,959","$1,223,653","$2,394,613","$3,865,995"
"Josh Huestis","SF","OKC                  OKC","23","2015","2017","3","$3,574,560","$1,191,520","$2,331,720","$3,803,102"
"Kevon Looney","C","GSW                  GSW","18","2015","2017","3","$3,548,640","$1,182,880","$2,314,800","$3,786,182"
"Joseph Young","PG","IND                  IND","22","2015","2017","3","$3,530,750","$1,176,917","$2,059,368","$3,530,750"
"Scottie Wilbekin","PG","PHI                  PHI","21","2015","2018","4","$3,502,513","$875,628","$1,399,729","$2,414,475"
"Glenn Robinson III","SF","IND                  IND","20","2015","2017","3","$3,241,000","$1,080,333","$2,150,500","$3,674,805"
"John Jenkins","SG","DAL                  DAL","23","2015","2017","3","$3,211,301","$1,070,434","$2,032,309","$3,211,301"
"Rakeem Christmas","PF","IND                  IND","23","2015","2017","3","$3,157,026","$1,052,342","$2,059,368","$3,530,750"
"Montrezl Harrell","C","HOU                  HOU","20","2015","2017","3","$3,135,000","$1,045,000","$2,045,000","$3,516,382"
"Wayne Ellington","SG","BKN                  BKN","27","2015","2016","2","$3,067,500","$1,533,750","$3,067,500","$3,067,500"
"David West","PF","SAS                  SAS","34","2015","2016","2","$3,050,846","$1,525,423","$3,050,846","$3,050,846"
"Caron Butler","SF","SAC                  SAC","34","2015","2016","2","$3,050,846","$1,525,423","$3,050,846","$3,050,846"
"Norris Cole","PG","NOP                  NOP","26","2015","2015","1","$3,036,927","$3,036,927","$3,036,927","$3,036,927"
"Walter Tavares","C","ATL                  ATL","22","2015","2017","3","$3,014,746","$1,004,915","$2,000,000","$3,014,746"
"Shane Larkin","PG","BKN                  BKN","22","2015","2016","2","$3,000,000","$1,500,000","$3,000,000","$3,000,000"
"Andrea Bargnani","C","BKN                  BKN","29","2015","2016","2","$2,914,556","$1,457,278","$2,914,556","$2,914,556"
"Luis Scola","PF","TOR                  TOR","34","2015","2015","1","$2,900,000","$2,900,000","$2,900,000","$2,900,000"
"Kevin Seraphin","PF","NYK                  NYK","25","2015","2015","1","$2,814,000","$2,814,000","$2,814,000","$2,814,000"
"Raul Neto","PG","UTA                  UTA","22","2015","2017","3","$2,732,546","$910,849","$1,837,800","$3,309,182"
"Alonzo Gee","SF","NOP                  NOP","27","2015","2016","2","$2,699,400","$1,349,700","$2,699,400","$2,699,400"
"Pierre Jackson","PG","PHI                  PHI","23","2015","2017","3","$2,639,382","$879,794","$1,624,636","$2,639,382"
"Sasha Kaun","C","CLE                  CLE","29","2015","2016","2","$2,609,420","$1,304,710","$2,609,420","$2,609,420"
"Anthony Brown","SF","LAL                  LAL","22","2015","2017","3","$2,589,382","$863,127","$1,574,636","$2,589,382"
"Norman Powell","SG","TOR                  TOR","21","2015","2017","3","$2,539,382","$846,461","$1,524,636","$2,996,018"
"Pat Connaughton","SG","POR                  POR","21","2015","2017","3","$2,514,475","$838,158","$1,499,729","$2,971,111"
"Leandro Barbosa","SG","GSW                  GSW","32","2015","2015","1","$2,500,000","$2,500,000","$2,500,000","$2,500,000"
"Darrun Hilliard II","SG","DET                  DET","21","2015","2017","3","$2,489,382","$829,794","$1,474,636","$2,946,018"
"Toney Douglas","SG","NOP                  NOP","28","2015","2016","2","$2,480,306","$1,240,153","$2,480,306","$2,480,306"
"Maurice N'dour","PF","DAL                  DAL","22","2015","2017","3","$2,414,476","$804,825","$1,399,730","$2,414,476"
"Christian Wood","C","PHI                  PHI","19","2015","2017","3","$2,414,475","$804,825","$1,399,729","$2,414,475"
"Salah Mejri","C","DAL                  DAL","28","2015","2017","3","$2,414,475","$804,825","$1,399,729","$2,871,111"
"Brandon Ashley","PF","DAL                  DAL","20","2015","2017","3","$2,414,475","$804,825","$1,399,729","$2,414,475"
"Jamil Wilson","SF","DAL                  DAL","24","2015","2017","3","$2,414,475","$804,825","$1,399,729","$2,414,475"
"Jarrid Famous","C","DAL                  DAL","26","2015","2017","3","$2,414,475","$804,825","$1,399,729","$2,414,475"
"Luis Montero","SG","POR                  POR","21","2015","2017","3","$2,414,475","$804,825","$1,399,729","$2,414,475"
"Josh Richardson","SG","MIA                  MIA","21","2015","2017","3","$2,414,475","$804,825","$1,399,729","$2,871,111"
"R.J. Hunter","SG","BOS                  BOS","21","2015","2016","2","$2,348,880","$1,174,440","$2,348,880","$3,600,840"
"Jeremy Evans","SF","DAL                  DAL","27","2015","2016","2","$2,327,888","$1,163,944","$2,327,888","$2,327,888"
"Luke Babbitt","SF","NOP                  NOP","25","2015","2016","2","$2,327,888","$1,163,944","$2,327,888","$2,327,888"
"Cole Aldrich","C","LAC                  LAC","26","2015","2016","2","$2,327,888","$1,163,944","$2,327,888","$2,327,888"
"Wesley Johnson","SF","LAC                  LAC","27","2015","2016","2","$2,327,888","$1,163,944","$2,327,888","$2,327,888"
"Sean Kilpatrick","SG","BKN                  BKN","24","2015","2017","3","$2,252,852","$750,951","$1,201,607","$2,725,912"
"Aaron Brooks","PG","CHI                  CHI","29","2015","2015","1","$2,250,000","$2,250,000","$2,250,000","$2,250,000"
"James Anderson","SG","SAC                  SAC","25","2015","2016","2","$2,154,544","$1,077,272","$2,154,544","$2,154,544"
"Gary Neal","PG","WAS                  WAS","30","2015","2015","1","$2,139,000","$2,139,000","$2,139,000","$2,139,000"
"David Lee","PF","DAL                  DAL","31","2015","2015","1","$2,085,671","$2,085,671","$2,085,671","$2,085,671"
"Bryce Dejean-Jones","PG","NOP                  NOP","22","2015","2017","3","$2,059,265","$686,422","$1,044,519","$2,059,265"
"Quincy Acy","PF","SAC                  SAC","24","2015","2016","2","$2,032,309","$1,016,155","$2,032,309","$2,032,309"
"Thomas Robinson","PF","BKN                  BKN","23","2015","2016","2","$2,032,309","$1,016,155","$2,032,309","$2,032,309"
"Jeff Withey","C","UTA                  UTA","24","2015","2016","2","$1,962,972","$981,486","$1,962,972","$1,962,972"
"Seth Curry","SG","SAC                  SAC","24","2015","2016","2","$1,962,972","$981,486","$1,962,972","$1,962,972"
"Justin Holiday","SG","ATL                  ATL","25","2015","2016","2","$1,962,972","$981,486","$1,322,168","$1,322,168"
"Briante Weber","PG","MIA                  MIA","22","2015","2017","2","$1,901,737","$950,869","$886,991","$1,901,737"
"Sean Kilpatrick","SG","NOP                  NOP","24","2015","2016","2","$1,825,490","$912,745","$1,825,490","$1,825,490"
"Adonis Thomas","SF","DET                  DET","21","2015","2016","2","$1,825,490","$912,745","$1,825,490","$1,825,490"
"Shayne Whittington","PF","IND                  IND","23","2015","2016","2","$1,825,490","$912,745","$1,825,490","$1,825,490"
"Kostas Papanikolaou","SF","DEN                  DEN","24","2015","2016","2","$1,780,752","$890,376","$1,780,752","$1,780,752"
"Michael Beasley","SF","HOU                  HOU","25","2015","2016","2","$1,710,138","$855,069","$1,710,138","$1,710,138"
"Lance Thomas","SF","NYK                  NYK","26","2015","2015","1","$1,636,842","$1,636,842","$1,636,842","$1,636,842"
"Louis Amundson","PF","NYK                  NYK","32","2015","2015","1","$1,635,476","$1,635,476","$1,635,476","$1,635,476"
"Dahntay Jones","SF","CLE                  CLE","34","2015","2016","2","$1,560,478","$780,239","$1,560,478","$1,560,478"
"Jarell Eddie","SF","WAS                  WAS","23","2015","2016","2","$1,542,147","$771,074","$1,542,147","$1,542,147"
"Andre Miller","PG","MIN                  MIN","38","2015","2015","1","$1,499,187","$1,499,187","$1,499,187","$1,499,187"
"Nate Robinson","PG","NOP                  NOP","30","2015","2015","1","$1,499,187","$1,499,187","$1,499,187","$1,499,187"
"Mike Miller","SG","DEN                  DEN","34","2015","2015","1","$1,499,187","$1,499,187","$1,499,187","$1,499,187"
"Rasual Butler","SF","SAS                  SAS","35","2015","2015","1","$1,499,187","$1,499,187","$1,499,187","$1,499,187"
"Ben Gordon","SG","GSW                  GSW","31","2015","2015","1","$1,499,187","$1,499,187","$1,499,187","$1,499,187"
"Metta World Peace","SF","LAL                  LAL","35","2015","2015","1","$1,499,187","$1,499,187","$1,499,187","$1,499,187"
"Dahntay Jones","SF","BKN                  BKN","34","2015","2015","1","$1,499,187","$1,499,187","$1,499,187","$1,499,187"
"Jason Terry","SG","HOU                  HOU","37","2015","2015","1","$1,499,187","$1,499,187","$1,499,187","$1,499,187"
"Jason Richardson","SG","ATL                  ATL","33","2015","2015","1","$1,499,187","$1,499,187","$1,499,187","$1,499,187"
"Tayshaun Prince","SF","MIN                  MIN","34","2015","2015","1","$1,499,187","$1,499,187","$1,499,187","$1,499,187"
"Richard Jefferson","SF","CLE                  CLE","34","2015","2015","1","$1,499,187","$1,499,187","$1,499,187","$1,499,187"
"Chuck Hayes","PF","LAC                  LAC","31","2015","2015","1","$1,499,187","$1,499,187","$1,499,187","$1,499,187"
"Kendrick Perkins","C","NOP                  NOP","30","2015","2015","1","$1,499,187","$1,499,187","$1,499,187","$1,499,187"
"Samuel Dalembert","C","DAL                  DAL","29","2015","2015","1","$1,499,187","$1,499,187","$1,499,187","$1,499,187"
"Charlie Villanueva","PF","DAL                  DAL","30","2015","2015","1","$1,499,187","$1,499,187","$1,499,187","$1,499,187"
"James Jones","SG","CLE                  CLE","34","2015","2015","1","$1,499,187","$1,499,187","$1,499,187","$1,499,187"
"Ronnie Price","PG","PHX                  PHX","31","2015","2015","1","$1,499,187","$1,499,187","$1,499,187","$1,499,187"
"Josh Smith","SF","LAC                  LAC","29","2015","2015","1","$1,499,187","$1,499,187","$723,137","$723,137"
"Matt Bonner","C","SAS                  SAS","34","2015","2015","1","$1,499,187","$1,499,187","$1,499,187","$1,499,187"
"Amar'e Stoudemire","PF","MIA                  MIA","32","2015","2015","1","$1,499,187","$1,499,187","$1,499,187","$1,499,187"
"Chuck Hayes","PF","HOU                  HOU","31","2015","2015","1","$1,446,275","$1,446,275","$1,446,275","$1,446,275"
"Michael Frazier","SG","LAL                  LAL","20","2015","2016","2","$1,399,729","$699,865","$1,399,729","$1,399,729"
"Jonathan Holmes","PF","LAL                  LAL","22","2015","2016","2","$1,399,729","$699,865","$1,399,729","$1,399,729"
"Thanasis Antetokounmpo","SF","NYK                  NYK","22","2015","2016","2","$1,399,729","$699,865","$1,399,729","$1,399,729"
"Corey Walden","SG","BOS                  BOS","22","2015","2016","2","$1,399,729","$699,865","$1,399,729","$1,399,729"
"Cliff Alexander","PF","POR                  POR","19","2015","2016","2","$1,399,729","$699,865","$1,399,729","$1,399,729"
"Terran Petteway","SF","ATL                  ATL","22","2015","2016","2","$1,399,729","$699,865","$1,399,729","$1,399,729"
"Lamar Patterson","SG","ATL                  ATL","23","2015","2016","2","$1,399,729","$699,865","$1,399,729","$1,399,729"
"Duje Dukan","PF","SAC                  SAC","23","2015","2016","2","$1,399,729","$699,865","$1,399,729","$1,399,729"
"Aaron Harrison","SG","CHA                  CHA","20","2015","2016","2","$1,399,729","$699,865","$1,399,729","$1,399,729"
"Cristiano Felicio","PF","CHI                  CHI","22","2015","2016","2","$1,399,729","$699,865","$1,399,729","$1,399,729"
"Ronald Roberts","SF","TOR                  TOR","23","2015","2016","2","$1,399,729","$699,865","$1,399,729","$1,399,729"
"Robert Upshaw","C","LAL                  LAL","20","2015","2016","2","$1,399,729","$699,865","$1,399,729","$1,399,729"
"Jonathon Simmons","SF","SAS                  SAS","25","2015","2016","2","$1,399,729","$699,865","$1,399,729","$1,399,729"
"Ryan Boatright","PG","BKN                  BKN","22","2015","2016","2","$1,399,729","$699,865","$1,399,729","$1,399,729"
"Brandon Dawson","SF","LAC                  LAC","21","2015","2016","2","$1,399,729","$699,865","$1,399,729","$1,399,729"
"Damien Wilkins","SG","CHA                  CHA","34","2015","2015","1","$1,362,897","$1,362,897","$1,362,897","$1,362,897"
"Ryan Hollins","C","MEM                  MEM","30","2015","2015","1","$1,362,897","$1,362,897","$1,362,897","$1,362,897"
"Earl Barron","PF","ATL                  ATL","33","2015","2015","1","$1,362,897","$1,362,897","$1,362,897","$1,362,897"
"John Lucas III","PG","MIA                  MIA","32","2015","2015","1","$1,356,146","$1,356,146","$1,356,146","$1,356,146"
"Josh Powell","PF","MIL                  MIL","31","2015","2015","1","$1,356,146","$1,356,146","$1,356,146","$1,356,146"
"Sasha Vujacic","SG","NYK                  NYK","30","2015","2015","1","$1,356,146","$1,356,146","$1,356,146","$1,356,146"
"Gerald Green","SG","MIA                  MIA","28","2015","2015","1","$1,356,146","$1,356,146","$1,356,146","$1,356,146"
