"Player","Pos","Team                     Signed With","Age                     At Signing","Start","End","Yrs","Value","AAV","2-Year Cash","3-Year Cash"
"DeMar DeRozan","SF","CHI                  CHI","32","2021","2023","3","$81,900,000","$27,300,000","$53,300,000","$81,900,000"
"Lonzo Ball","PG","NOP                  NOP","23","2021","2024","4","$80,000,000","$20,000,000","$38,139,535","$58,604,652"
"Tim Hardaway Jr.","SG","DAL                  DAL","29","2021","2024","4","$75,000,000","$18,750,000","$40,909,089","$58,806,817"
"Evan Fournier","SG","NYK                  NYK","28","2021","2024","4","$73,000,000","$18,250,000","$35,142,857","$42,295,566"
"OG Anunoby","SF","TOR                  TOR","23","2021","2024","4","$72,000,000","$18,000,000","$33,428,572","$44,892,858"
"Bradley Beal","SG","WAS                  WAS","27","2021","2022","2","$70,146,336","$35,073,168","$70,146,336","$70,146,336"
"Derrick White","PG","SAS                  SAS","26","2021","2024","4","$70,000,000","$17,500,000","$22,789,614","$41,646,757"
"Jonathan Isaac","PF","ORL                  ORL","23","2021","2024","4","$69,600,000","$17,400,000","$34,800,000","$52,200,000"
"Mike Conley","PG","UTA                  UTA","33","2021","2023","3","$68,040,000","$22,680,000","$28,690,345","$53,050,345"
"Lauri Markkanen","PF","CHI                  CHI","24","2021","2024","4","$67,470,906","$16,867,727","$32,166,363","$49,426,362"
"Luke Kennard","SG","LAC                  LAC","24","2021","2024","4","$56,000,000","$14,000,000","$18,008,542","$32,772,178"
"Spencer Dinwiddie","PG","BKN                  BKN","28","2021","2023","3","$54,000,000","$18,000,000","$15,898,028","$23,050,737"
"Gary Trent Jr.","SG","TOR                  TOR","22","2021","2023","3","$51,840,000","$17,280,000","$33,505,000","$52,065,000"
"Markelle Fultz","PG","ORL                  ORL","22","2021","2023","3","$50,000,000","$16,666,667","$33,000,000","$50,000,000"
"Devonte' Graham","PG","CHA                  CHA","26","2021","2024","4","$47,300,000","$11,825,000","$14,916,379","$27,016,379"
"Richaun Holmes","C","SAC                  SAC","27","2021","2024","4","$46,522,560","$11,630,640","$21,599,760","$26,168,940"
"Cade Cunningham","PG","DET                  DET","19","2021","2024","4","$45,599,089","$11,399,772","$20,602,920","$31,658,280"
"Derrick Rose","PG","NYK                  NYK","32","2021","2023","3","$43,562,189","$14,520,730","$27,965,850","$43,562,189"
"Doug McDermott","SF","SAS                  SAS","29","2021","2023","3","$41,250,000","$13,750,000","$27,500,000","$32,965,517"
"Jalen Green","SG","HOU                  HOU","19","2021","2024","4","$40,808,448","$10,202,112","$18,433,920","$28,325,400"
"Kyle Kuzma","PF","LAL                  LAL","25","2021","2023","3","$39,000,000","$13,000,000","$26,000,000","$39,000,000"
"Josh Hart","SG","NOP                  NOP","26","2021","2023","3","$37,920,000","$12,640,000","$8,601,380","$21,561,380"
"Kelly Olynyk","PF","DET                  DET","30","2021","2023","3","$37,195,122","$12,398,374","$25,000,000","$29,625,736"
"Alex Caruso","SG","CHI                  CHI","27","2021","2024","4","$36,980,000","$9,245,000","$17,630,000","$27,090,000"
"Evan Mobley","PF","CLE                  CLE","20","2021","2024","4","$36,664,177","$9,166,044","$16,553,880","$25,436,520"
"Daniel Theis","C","HOU                  HOU","29","2021","2024","4","$35,605,510","$8,901,378","$11,502,074","$20,610,460"
"Steven Adams","C","NOP                  NOP","27","2021","2022","2","$35,000,000","$17,500,000","$35,000,000","$35,000,000"
"T.J. McConnell","PG","IND                  IND","29","2021","2024","4","$33,600,000","$8,400,000","$15,600,000","$24,300,000"
"Scottie Barnes","PF","TOR                  TOR","20","2021","2024","4","$33,064,660","$8,266,165","$14,925,000","$22,933,680"
"Talen Horton-Tucker","SG","LAL                  LAL","20","2021","2023","3","$30,780,000","$10,260,000","$19,760,000","$30,780,000"
"Reggie Bullock","SF","DAL                  DAL","30","2021","2023","3","$30,038,400","$10,012,800","$19,548,800","$30,038,400"
"Alec Burks","SG","NYK                  NYK","30","2021","2023","3","$30,038,400","$10,012,800","$19,548,800","$23,527,614"
"Will Barton","SG","DEN                  DEN","30","2021","2022","2","$30,000,000","$15,000,000","$30,000,000","$30,000,000"
"Jalen Suggs","SG","ORL                  ORL","20","2021","2024","4","$29,955,705","$7,488,926","$13,515,240","$20,767,320"
"Monte Morris","PG","DEN                  DEN","25","2021","2023","3","$27,774,997","$9,258,332","$17,974,071","$21,747,991"
"Nerlens Noel","C","NYK                  NYK","27","2021","2023","3","$27,720,000","$9,240,000","$18,040,000","$27,720,000"
"Josh Giddey","SG","OKC                  OKC","18","2021","2024","4","$27,214,807","$6,803,702","$12,275,400","$18,862,440"
"Jonathan Kuminga","PF","GSW                  GSW","18","2021","2024","4","$24,855,347","$6,213,837","$11,206,200","$17,219,040"
"Kelly Oubre Jr.","SF","CHA                  CHA","25","2021","2022","2","$24,600,000","$12,300,000","$24,600,000","$24,600,000"
"Franz Wagner","SF","ORL                  ORL","19","2021","2024","4","$22,781,932","$5,695,483","$10,266,120","$15,774,840"
"Zach Collins","C","SAS                  SAS","23","2021","2023","3","$22,050,000","$7,350,000","$14,350,000","$22,050,000"
"Reggie Jackson","PG","LAC                  LAC","31","2021","2022","2","$21,599,760","$10,799,880","$14,187,376","$14,187,376"
"Davion Mitchell","PG","SAC                  SAC","22","2021","2024","4","$20,951,517","$5,237,879","$9,436,800","$14,500,440"
"Khem Birch","C","TOR                  TOR","28","2021","2023","3","$20,002,500","$6,667,500","$8,610,819","$15,595,819"
"Danny Green","SF","PHI                  PHI","34","2021","2022","2","$20,000,000","$10,000,000","$13,390,805","$13,390,805"
"Ziaire Williams","SF","MEM                  MEM","19","2021","2024","4","$19,907,925","$4,976,981","$8,964,720","$13,774,920"
"James Bouknight","SG","CHA                  CHA","20","2021","2024","4","$19,151,217","$4,787,804","$8,516,640","$13,086,720"
"Cameron Payne","PG","PHX                  PHX","26","2021","2023","3","$19,000,000","$6,333,333","$12,500,000","$19,000,000"
"Rudy Gay","PF","UTA                  UTA","34","2021","2023","3","$18,553,500","$6,184,500","$12,074,500","$18,553,500"
"Joshua Primo","SG","SAS                  SAS","18","2021","2024","4","$18,415,445","$4,603,861","$8,091,120","$12,432,720"
"Kemba Walker","PG","NYK                  NYK","31","2021","2022","2","$17,894,491","$8,947,246","$17,894,491","$17,894,491"
"Chris Duarte","SF","IND                  IND","24","2021","2024","4","$17,704,528","$4,426,132","$7,686,360","$11,810,760"
"Moses Moody","SG","GSW                  GSW","19","2021","2024","4","$17,024,109","$4,256,027","$7,302,360","$11,220,840"
"JaMychal Green","PF","DEN                  DEN","31","2021","2022","2","$16,400,000","$8,200,000","$16,400,000","$16,400,000"
"Corey Kispert","SF","WAS                  WAS","22","2021","2024","4","$16,364,408","$4,091,102","$6,936,480","$10,658,520"
"Alperen Sengun","C","HOU                  HOU","19","2021","2024","4","$15,550,974","$3,887,744","$6,590,040","$10,126,320"
"Garrett Temple","SG","CHI                  CHI","35","2021","2023","3","$15,466,500","$5,155,500","$10,065,500","$15,466,500"
"Furkan Korkmaz","SG","PHI                  PHI","24","2021","2023","3","$15,000,000","$5,000,000","$9,629,630","$11,666,667"
"David Nwaba","SG","HOU                  HOU","28","2021","2023","3","$15,000,000","$5,000,000","$9,672,000","$15,066,000"
"Trey Murphy III","SF","NOP                  NOP","21","2021","2024","4","$14,779,415","$3,694,854","$6,260,280","$9,619,560"
"P.J. Tucker","PF","MIA                  MIA","36","2021","2022","2","$14,350,000","$7,175,000","$14,350,000","$14,350,000"
"Tre Mann","PG","OKC                  OKC","20","2021","2024","4","$14,047,213","$3,511,803","$5,947,440","$7,157,971"
"Kai Jones","PF","CHA                  CHA","20","2021","2024","4","$13,421,215","$3,355,304","$5,679,600","$8,727,480"
"Jarred Vanderbilt","PF","MIN                  MIN","22","2021","2023","3","$13,122,000","$4,374,000","$5,568,828","$10,208,828"
"Joe Ingles","SF","UTA                  UTA","33","2021","2021","1","$13,036,364","$13,036,364","$4,888,401","$4,888,401"
"Jalen Johnson","SF","ATL                  ATL","19","2021","2024","4","$12,888,585","$3,222,146","$5,452,320","$8,377,680"
"Keon Johnson","SG","LAC                  LAC","19","2021","2024","4","$12,517,291","$3,129,323","$3,634,837","$6,443,557"
"Isaiah Jackson","PF","IND                  IND","19","2021","2024","4","$12,156,661","$3,039,165","$5,025,000","$7,721,280"
"Patty Mills","PG","BKN                  BKN","32","2021","2022","2","$12,074,500","$6,037,250","$12,074,500","$12,074,500"
"Usman Garuba","PF","HOU                  HOU","19","2021","2024","4","$11,805,395","$2,951,349","$4,824,480","$7,412,880"
"Leandro Bolmaro","SG","MIN                  MIN","21","2021","2024","4","$11,805,395","$2,951,349","$4,824,480","$7,412,880"
"Josh Christopher","SG","HOU                  HOU","19","2021","2024","4","$11,463,215","$2,865,804","$4,631,400","$7,116,600"
"Quentin Grimes","SG","NYK                  NYK","21","2021","2024","4","$11,128,042","$2,782,011","$4,445,640","$5,350,568"
"Nah'Shon Hyland","PG","DEN                  DEN","20","2021","2024","4","$10,763,240","$2,690,810","$2,843,372","$5,149,772"
"Cameron Thomas","SG","BKN                  BKN","19","2021","2024","4","$10,455,849","$2,613,962","$4,174,440","$6,414,600"
"Hamidou Diallo","SG","DET                  DET","23","2021","2022","2","$10,400,000","$5,200,000","$10,400,000","$10,400,000"
"Jaden Springer","PG","PHI                  PHI","18","2021","2024","4","$10,393,483","$2,598,371","$4,148,880","$5,673,087"
"Day'Ron Sharpe","C","BKN                  BKN","19","2021","2024","4","$10,317,802","$2,579,451","$4,118,640","$6,328,680"
"Kendrick Nunn","PG","LAL                  LAL","26","2021","2022","2","$10,250,000","$5,125,000","$7,293,103","$7,293,103"
"Santi Aldama","C","MEM                  MEM","20","2021","2024","4","$10,243,371","$2,560,843","$4,088,640","$6,282,840"
"Taj Gibson","C","NYK                  NYK","36","2021","2022","2","$10,100,000","$5,050,000","$10,065,500","$10,065,500"
"Cory Joseph","PG","DET                  DET","29","2021","2022","2","$10,065,500","$5,032,750","$10,065,500","$10,065,500"
"Torrey Craig","SF","IND                  IND","30","2021","2022","2","$10,000,000","$5,000,000","$6,776,002","$6,776,002"
"Ishmael Smith","PG","CHA                  CHA","33","2021","2022","2","$9,225,000","$4,612,500","$6,250,862","$6,250,862"
"Jeff Green","PF","DEN                  DEN","34","2021","2022","2","$9,000,000","$4,500,000","$9,000,000","$9,000,000"
"Bobby Portis","PF","MIL                  MIL","26","2021","2022","2","$8,912,580","$4,456,290","$8,912,580","$8,912,580"
"Maurice Harkless","SF","SAC                  SAC","28","2021","2022","2","$8,912,580","$4,456,290","$8,912,580","$8,912,580"
"Garrison Mathews","SG","HOU                  HOU","25","2021","2024","4","$8,230,253","$2,057,563","$2,678,161","$4,678,161"
"Dante Exum","PG","HOU                  HOU","26","2021","2023","3","$8,100,000","$2,700,000","$7,700,000","$10,600,000"
"Justise Winslow","SF","LAC                  LAC","25","2021","2022","2","$8,000,000","$4,000,000","$5,555,369","$5,555,369"
"George Hill","PG","MIL                  MIL","35","2021","2022","2","$8,000,000","$4,000,000","$5,356,322","$5,356,322"
"Terence Davis","SG","SAC                  SAC","24","2021","2022","2","$8,000,000","$4,000,000","$8,000,000","$8,000,000"
"Jeremiah Robinson-Earl","PF","OKC                  OKC","20","2021","2024","4","$7,888,598","$1,972,150","$4,000,000","$5,900,000"
"Didi Louzada","SF","NOP                  NOP","22","2021","2024","4","$7,686,312","$1,921,578","$2,502,656","$4,468,222"
"Alex Len","C","SAC                  SAC","28","2021","2022","2","$7,650,600","$3,825,300","$7,650,600","$7,650,600"
"Willy Hernangomez","C","NOP                  NOP","27","2021","2023","3","$7,330,743","$2,443,581","$4,770,801","$7,330,743"
"Armoni Brooks","SG","HOU                  HOU","23","2021","2024","4","$7,201,486","$1,800,372","$3,241,703","$5,143,840"
"Mike Muscala","C","OKC                  OKC","30","2021","2022","2","$7,000,000","$3,500,000","$7,000,000","$7,000,000"
"Boban Marjanovic","C","DAL                  DAL","32","2021","2022","2","$7,000,000","$3,500,000","$7,000,000","$7,000,000"
"Isaiah Todd","PF","WAS                  WAS","19","2021","2024","4","$6,899,694","$1,724,924","$3,075,000","$4,911,096"
"Jose Alvarado","PG","NOP                  NOP","22","2021","2024","4","$6,888,212","$1,722,053","$3,063,518","$4,899,614"
"Moses Brown","C","OKC                  OKC","21","2021","2023","4","$6,796,049","$1,699,012","$2,951,593","$4,798,331"
"Georges Niang","PF","PHI                  PHI","28","2021","2022","2","$6,765,000","$3,382,500","$6,765,000","$6,765,000"
"JT Thor","PF","CHA                  CHA","18","2021","2024","4","$6,638,212","$1,659,553","$2,813,518","$4,649,614"
"Nicolas Batum","SF","LAC                  LAC","32","2021","2022","2","$6,498,559","$3,249,280","$6,498,559","$6,498,559"
"Jordan McLaughlin","PG","MIN                  MIN","25","2021","2023","3","$6,480,000","$2,160,000","$4,160,000","$6,580,000"
"Aaron Wiggins","SG","OKC                  OKC","23","2021","2024","4","$6,388,212","$1,597,053","$2,563,518","$4,399,614"
"Vit Krejci","PG","OKC                  OKC","21","2021","2024","4","$6,313,470","$1,578,368","$2,488,776","$4,324,872"
"Frank Jackson","PG","DET                  DET","23","2021","2022","2","$6,150,000","$3,075,000","$6,150,000","$6,150,000"
"Daishen Nix","PG","HOU                  HOU","20","2021","2024","4","$6,000,212","$1,500,053","$2,175,518","$4,011,614"
"Sterling Brown","SG","DAL                  DAL","26","2021","2022","2","$6,000,000","$3,000,000","$6,000,000","$6,000,000"
"Dennis Schröder","PG","BOS                  BOS","27","2021","2021","1","$5,890,000","$5,890,000","$1,997,184","$1,997,184"
"Trendon Watford","PF","POR                  POR","21","2021","2024","4","$5,824,694","$1,456,174","$2,000,000","$3,836,096"
"Herb Jones","SF","NOP                  NOP","22","2021","2023","3","$5,321,096","$1,773,699","$3,485,000","$5,321,096"
"Saben Lee","PG","DET                  DET","22","2021","2023","3","$5,143,840","$1,714,613","$3,241,703","$5,143,840"
"Trey Lyles","PF","DET                  DET","25","2021","2022","2","$5,125,000","$2,562,500","$3,472,701","$3,472,701"
"Louis Williams","SG","ATL                  ATL","34","2021","2021","1","$5,000,000","$5,000,000","$5,000,000","$5,000,000"
"Robin Lopez","C","ORL                  ORL","33","2021","2021","1","$5,000,000","$5,000,000","$5,000,000","$5,000,000"
"JaVale McGee","C","PHX                  PHX","33","2021","2021","1","$5,000,000","$5,000,000","$5,000,000","$5,000,000"
"Bruce Brown Jr.","SG","BKN                  BKN","24","2021","2021","1","$4,736,102","$4,736,102","$4,736,102","$4,736,102"
"Bryn Forbes","SG","SAS                  SAS","28","2021","2021","1","$4,500,000","$4,500,000","$2,094,828","$2,094,828"
"Jason Preston","PG","LAC                  LAC","21","2021","2023","3","$4,461,917","$1,487,306","$2,625,821","$4,461,917"
"Isaiah Livers","SF","DET                  DET","23","2021","2023","3","$4,456,874","$1,485,625","$2,620,778","$3,591,587"
"Duane Washington Jr.","PG","IND                  IND","22","2021","2023","3","$4,349,614","$1,449,871","$2,513,518","$4,349,614"
"Charles Bassey","C","PHI                  PHI","20","2021","2023","3","$4,324,872","$1,441,624","$2,488,776","$4,324,872"
"Marko Simonovic","C","CHI                  CHI","21","2021","2023","3","$4,324,872","$1,441,624","$2,488,776","$4,324,872"
"Greg Brown III","PF","POR                  POR","19","2021","2023","3","$4,324,872","$1,441,624","$2,488,776","$4,324,872"
"Georgios Kalaitzakis","SF","MIL                  MIL","22","2021","2023","3","$4,324,872","$1,441,624","$2,488,776","$4,324,872"
"Brandon Boston Jr","SG","LAC                  LAC","19","2021","2023","3","$4,324,872","$1,441,624","$2,488,776","$4,324,872"
"Miles McBride","PG","NYK                  NYK","20","2021","2023","3","$4,324,872","$1,441,624","$2,488,776","$4,324,872"
"Abdel Nader","SF","PHX                  PHX","27","2021","2022","2","$4,160,000","$2,080,000","$4,160,000","$4,160,000"
"Denzel Valentine","SG","CLE                  CLE","27","2021","2021","2","$4,133,270","$2,066,635","$3,286,174","$3,286,174"
"Gorgui Dieng","C","ATL                  ATL","31","2021","2021","1","$4,000,000","$4,000,000","$4,000,000","$4,000,000"
"Terry Taylor","SF","IND                  IND","22","2021","2023","3","$3,999,614","$1,333,205","$2,163,518","$3,999,614"
"Haywood Highsmith","F","MIA                  MIA","25","2021","2023","3","$3,945,742","$1,315,247","$2,043,605","$3,945,742"
"Frank Ntilikina","PG","DAL                  DAL","23","2021","2022","2","$3,825,574","$1,912,787","$3,825,574","$3,825,574"
"Tony Bradley","C","CHI                  CHI","23","2021","2022","2","$3,825,574","$1,912,787","$3,825,574","$3,825,574"
"Rayjon Tucker","SF","MIL                  MIL","24","2021","2023","3","$3,812,638","$1,270,879","$1,844,456","$3,812,638"
"Killian Tillie","PF","MEM                  MEM","23","2021","2022","2","$3,803,250","$1,901,625","$3,803,250","$3,803,250"
"Devin Cannady","PG","ORL                  ORL","25","2021","2023","3","$3,754,775","$1,251,592","$1,852,638","$3,754,775"
"Alize Johnson","PF","CHI                  CHI","25","2021","2022","2","$3,607,937","$1,803,969","$3,607,937","$3,607,937"
"Keita Bates-Diop","SF","SAS                  SAS","25","2021","2022","2","$3,607,937","$1,803,969","$3,607,937","$3,607,937"
"Sviatoslav Mykhailiuk","SG","TOR                  TOR","24","2021","2022","2","$3,607,937","$1,803,969","$3,607,937","$3,607,937"
"Thanasis Antetokounmpo","SF","MIL                  MIL","29","2021","2022","2","$3,607,937","$1,803,969","$3,607,937","$3,607,937"
"Moritz Wagner","C","ORL                  ORL","24","2021","2022","2","$3,607,937","$1,803,969","$3,607,937","$3,607,937"
"Javonte Green","SG","CHI                  CHI","28","2021","2022","2","$3,484,855","$1,742,428","$3,484,855","$3,484,855"
"Gabe Vincent","PG","MIA                  MIA","25","2021","2022","2","$3,484,855","$1,742,428","$3,484,855","$3,484,855"
"Max Strus","SG","MIA                  MIA","25","2021","2022","2","$3,421,816","$1,710,908","$3,484,855","$3,484,855"
"Kevin Pangos","PG","CLE                  CLE","28","2021","2022","2","$3,421,815","$1,710,908","$3,421,815","$3,421,815"
"Omer Yurtseven","C","MIA                  MIA","23","2021","2022","2","$3,241,703","$1,620,852","$3,241,703","$3,241,703"
"Stanley Johnson","SF","LAL                  LAL","25","2021","2022","2","$3,240,137","$1,620,069","$3,240,137","$3,240,137"
"Marquese Chriss","SF","DAL                  DAL","24","2021","2022","2","$3,152,449","$1,576,225","$3,152,449","$3,152,449"
"Alfonzo McKinnie","SF","CHI                  CHI","29","2021","2022","2","$3,126,325","$1,563,163","$3,126,325","$3,126,325"
"Ed Davis","C","CLE                  CLE","32","2021","2021","1","$2,641,691","$2,641,691","$2,641,691","$2,641,691"
"Avery Bradley","PG","GSW                  GSW","30","2021","2021","1","$2,641,691","$2,641,691","$2,641,691","$2,641,691"
"Paul Millsap","PF","BKN                  BKN","36","2021","2021","1","$2,641,691","$2,641,691","$895,746","$895,746"
"Patrick Patterson","PF","POR                  POR","32","2021","2021","1","$2,641,691","$2,641,691","$2,641,691","$2,641,691"
"DeAndre Jordan","C","LAL                  LAL","33","2021","2021","1","$2,641,691","$2,641,691","$2,641,691","$2,641,691"
"E'Twaun Moore","SG","ORL                  ORL","32","2021","2021","1","$2,641,691","$2,641,691","$2,641,691","$2,641,691"
"LaMarcus Aldridge","PF","BKN                  BKN","36","2021","2021","1","$2,641,691","$2,641,691","$2,641,691","$2,641,691"
"Rajon Rondo","PG","LAL                  LAL","35","2021","2021","1","$2,641,691","$2,641,691","$1,487,859","$1,487,859"
"Udonis Haslem","PF","MIA                  MIA","41","2021","2021","1","$2,641,691","$2,641,691","$2,641,691","$2,641,691"
"Andre Iguodala","SF","GSW                  GSW","37","2021","2021","1","$2,641,691","$2,641,691","$2,641,691","$2,641,691"
"Enes Freedom","C","BOS                  BOS","29","2021","2021","1","$2,641,691","$2,641,691","$895,746","$895,746"
"Markieff Morris","PF","MIA                  MIA","31","2021","2021","1","$2,641,691","$2,641,691","$2,641,691","$2,641,691"
"Carmelo Anthony","PF","LAL                  LAL","37","2021","2021","1","$2,641,691","$2,641,691","$2,641,691","$2,641,691"
"James Johnson","PF","BKN                  BKN","34","2021","2021","1","$2,641,691","$2,641,691","$2,641,691","$2,641,691"
"Blake Griffin","C","BKN                  BKN","32","2021","2021","1","$2,641,691","$2,641,691","$2,641,691","$2,641,691"
"Dwight Howard","C","PHI                  PHI","35","2021","2021","1","$2,641,691","$2,641,691","$2,641,691","$2,641,691"
"Wayne Ellington","SG","LAL                  LAL","33","2021","2021","1","$2,641,691","$2,641,691","$2,641,691","$2,641,691"
"Trevor Ariza","SF","LAL                  LAL","36","2021","2021","1","$2,641,691","$2,641,691","$2,641,691","$2,641,691"
"Nik Stauskas","SG","BOS                  BOS","28","2021","2022","2","$2,617,456","$1,308,728","$2,617,456","$2,617,456"
"Austin Reaves","SG","LAL                  LAL","23","2021","2022","2","$2,488,776","$1,244,388","$2,488,776","$2,488,776"
"Luka Garza","C","DET                  DET","22","2021","2022","2","$2,488,776","$1,244,388","$2,488,776","$2,488,776"
"Ayo Dosunmu","PG","CHI                  CHI","21","2021","2022","2","$2,488,776","$1,244,388","$2,488,776","$2,488,776"
"Jared Butler","PG","UTA                  UTA","20","2021","2022","2","$2,488,776","$1,244,388","$2,488,776","$2,488,776"
"Ishmail Wainright","SF","TOR                  TOR","26","2021","2022","2","$2,488,776","$1,244,388","$2,488,776","$2,488,776"
"Jock Landale","C","SAS                  SAS","25","2021","2022","2","$2,488,776","$1,244,388","$2,488,776","$2,488,776"
"Dalano Banton","PG","TOR                  TOR","21","2021","2022","2","$2,488,775","$1,244,388","$2,488,776","$2,488,776"
"Brandon Knight","PG","NYK                  NYK","29","2021","2021","1","$2,401,537","$2,401,537","$2,401,537","$2,401,537"
"Hassan Whiteside","C","UTA                  UTA","32","2021","2021","1","$2,401,537","$2,401,537","",""
"Andre Drummond","C","PHI                  PHI","27","2021","2021","1","$2,401,537","$2,401,537","$814,314","$814,314"
"Austin Rivers","SG","DEN                  DEN","29","2021","2021","1","$2,401,537","$2,401,537","$2,401,537","$2,401,537"
"Kent Bazemore","SG","LAL                  LAL","32","2021","2021","1","$2,401,537","$2,401,537","$2,401,537","$2,401,537"
"Victor Oladipo","SG","MIA                  MIA","29","2021","2021","1","$2,389,641","$2,389,641","$2,389,641","$2,389,641"
"Tony Snell","SG","POR                  POR","29","2021","2021","1","$2,389,641","$2,389,641","$837,748","$837,748"
"Ben McLemore","SF","POR                  POR","28","2021","2021","1","$2,389,641","$2,389,641","$2,389,641","$2,389,641"
"Otto Porter Jr.","SF","GSW                  GSW","28","2021","2021","1","$2,389,641","$2,389,641","$2,389,641","$2,389,641"
"Dewayne Dedmon","C","MIA                  MIA","31","2021","2021","1","$2,389,641","$2,389,641","$2,389,641","$2,389,641"
"Cody Zeller","C","POR                  POR","28","2021","2021","1","$2,389,641","$2,389,641","$2,389,641","$2,389,641"
"Solomon Hill","SF","ATL                  ATL","30","2021","2021","1","$2,389,641","$2,389,641","$1,194,821","$1,194,821"
"Jabari Parker","PF","BOS                  BOS","26","2021","2021","1","$2,239,544","$2,239,544","$2,239,544","$2,239,544"
"Langston Galloway","SG","GSW                  GSW","29","2021","2021","1","$2,239,544","$2,239,544","$2,239,544","$2,239,544"
"Elfrid Payton","PG","PHX                  PHX","27","2021","2021","1","$2,239,544","$2,239,544","$2,239,544","$2,239,544"
"Rodney Hood","SF","MIL                  MIL","28","2021","2021","1","$2,239,544","$2,239,544","$759,386","$759,386"
"Keifer Sykes","PG","IND                  IND","27","2021","2022","2","$2,121,863","$1,060,932","$2,121,863","$2,121,863"
"Nik Stauskas","SG","DEN                  DEN","28","2021","2021","1","$2,089,448","$2,089,448","$2,089,448","$2,089,448"
"Jahlil Okafor","C","ATL                  ATL","25","2021","2021","1","$2,089,448","$2,089,448","$2,089,448","$2,089,448"
"Stanley Johnson","SF","CHI                  CHI","25","2021","2021","1","$2,089,448","$2,089,448","$2,089,448","$2,089,448"
"Frank Kaminsky","C","PHX                  PHX","28","2021","2021","1","$2,089,448","$2,089,448","$2,089,448","$2,089,448"
"Raul Neto","PG","WAS                  WAS","29","2021","202","1","$2,089,448","$2,089,448","$2,089,448","$2,089,448"
"Nemanja Bjelica","PF","GSW                  GSW","32","2021","2021","1","$2,089,448","$2,089,448","$2,089,448","$2,089,448"
"DeMarcus Cousins","C","MIL                  MIL","31","2021","2021","1","$2,004,047","$2,004,047","$2,004,047","$2,004,047"
"Armoni Brooks","SG","TOR                  TOR","23","2021","2022","2","$2,002,638","$1,001,319","$2,002,638","$2,002,638"
"Malik Fitts","PF","BOS                  BOS","24","2021","2022","2","$1,983,700","$991,850","$1,983,700","$1,983,700"
"Wesley Matthews","SG","MIL                  MIL","35","2021","2021","1","$1,958,501","$1,958,501","$1,958,501","$1,958,501"
"Gary Payton II","PG","GSW                  GSW","28","2021","2021","1","$1,939,350","$1,939,350","$1,939,350","$1,939,350"
"Justin Anderson","SG","IND                  IND","27","2021","2021","1","$1,939,350","$1,939,350","$1,939,350","$1,939,350"
"Quinn Cook","PG","POR                  POR","28","2021","2021","1","$1,939,350","$1,939,350","$1,939,350","$1,939,350"
"Timothe Luwawu-Cabarrot","SG","ATL                  ATL","26","2021","2021","1","$1,939,350","$1,939,350","$1,939,350","$1,939,350"
"Rodney McGruder","SG","DET                  DET","30","2021","2021","1","$1,939,350","$1,939,350","$1,939,350","$1,939,350"
"DeAndre' Bembry","SF","BKN                  BKN","27","2021","2021","1","$1,939,350","$1,939,350","$1,939,350","$1,939,350"
