"Player","Pos","Team                     Signed With","Age                     At Signing","Start","End","Yrs","Value","AAV","2-Year Cash","3-Year Cash"
"Derrick Favors","C","UTA                  UTA","26","2018","2019","2","$37,600,000","$18,800,000","$35,096,875","$35,096,875"
"Kyle Anderson","PF","MEM                  MEM","24","2018","2021","4","$37,156,300","$9,289,075","$17,146,984","$26,652,084"
"Marvin Bagley III","PF","SAC                  SAC","18","2018","2021","4","$36,137,474","$9,034,369","$15,326,963","$24,290,603"
"Dante Exum","PG","UTA                  UTA","22","2018","2020","3","$33,000,000","$11,000,000","$15,443,679","$23,485,460"
"Luka Doncic","PG","DAL                  DAL","18","2018","2021","4","$32,467,751","$8,116,938","$13,763,790","$21,813,150"
"Jaren Jackson Jr.","PF","MEM                  MEM","18","2018","2021","4","$29,280,440","$7,320,110","$12,409,553","$19,666,913"
"Jerami Grant","PF","OKC                  OKC","23","2018","2020","3","$27,346,153","$9,115,384","$17,415,865","$26,762,018"
"Trae Young","PG","ATL                  ATL","19","2018","2021","4","$26,527,711","$6,631,928","$11,237,378","$17,809,178"
"Avery Bradley","PG","LAC                  LAC","27","2018","2019","2","$24,960,000","$12,480,000","$17,231,186","$17,231,186"
"Mohamed Bamba","C","ORL                  ORL","19","2018","2021","4","$24,100,423","$6,025,106","$10,206,540","$16,175,580"
"Louis Williams","SG","LAC                  LAC","31","2018","2020","3","$24,000,000","$8,000,000","$15,500,000","$18,404,110"
"DeAndre Jordan","C","DAL                  DAL","29","2018","2018","1","$22,897,200","$22,897,200","$9,055,390","$9,055,390"
"Wendell Carter Jr.","C","CHI                  CHI","18","2018","2021","4","$22,011,467","$5,502,867","$9,317,513","$11,295,517"
"Doug McDermott","SF","IND                  IND","25","2018","2020","3","$22,000,000","$7,333,333","$14,208,334","$21,541,667"
"Ersan Ilyasova","PF","MIL                  MIL","30","2018","2020","3","$21,000,000","$7,000,000","$13,562,500","$20,562,500"
"Nemanja Bjelica","PF","SAC                  SAC","29","2018","2020","3","$20,475,000","$6,825,000","$12,898,438","$15,445,013"
"Collin Sexton","PG","CLE                  CLE","18","2018","2021","4","$20,175,111","$5,043,778","$8,535,750","$13,527,630"
"Jabari Parker","PF","CHI                  CHI","22","2018","2018","1","$20,000,000","$20,000,000","$27,231,638","$27,231,638"
"Kevin Knox","SF","NYK                  NYK","18","2018","2021","4","$18,554,698","$4,638,675","$7,846,283","$12,434,963"
"Fred VanVleet","PG","TOR                  TOR","23","2018","2019","2","$18,000,000","$9,000,000","$17,415,865","$17,415,865"
"Julius Randle","PF","NOP                  NOP","23","2018","2019","2","$17,714,050","$8,857,025","$17,714,050","$17,714,050"
"Mikal Bridges","SF","PHX                  PHX","21","2018","2021","4","$17,630,685","$4,407,671","$7,453,898","$11,812,898"
"Shai Gilgeous-Alexander","PG","LAC                  LAC","19","2018","2021","4","$16,965,132","$4,241,283","$7,081,223","$11,222,543"
"Miles Bridges","SF","CHA                  CHA","19","2018","2021","4","$16,317,853","$4,079,463","$6,727,328","$10,661,648"
"Joe Harris","SG","BKN                  BKN","26","2018","2019","2","$16,000,000","$8,000,000","$15,520,833","$15,520,833"
"Jerome Robinson","SG","LAC                  LAC","20","2018","2020","4","$15,692,356","$3,923,089","$4,234,181","$7,971,701"
"Michael Porter Jr.","SF","DEN                  DEN","19","2018","2021","4","$15,093,095","$3,773,274","$6,071,723","$9,622,523"
"Trevor Ariza","SF","PHX                  PHX","32","2018","2018","1","$15,000,000","$15,000,000","$9,915,254","$9,915,254"
"Troy Brown Jr.","SG","WAS                  WAS","18","2018","2021","4","$14,511,964","$3,627,991","$5,767,343","$6,991,730"
"Davis Bertans","PF","SAS                  SAS","25","2018","2019","2","$14,500,000","$7,250,000","$13,562,500","$13,562,500"
"Zhaire Smith","SG","PHI                  PHI","18","2018","2020","4","$13,791,056","$3,447,764","$5,479,425","$8,684,025"
"Donte DiVincenzo","SG","MIL                  MIL","20","2018","2021","4","$13,106,790","$3,276,698","$5,205,188","$8,249,348"
"Lonnie Walker IV","SG","SAS                  SAS","19","2018","2021","4","$12,457,536","$3,114,384","$4,945,110","$7,837,110"
"Tyreke Evans","SG","IND                  IND","28","2018","2018","1","$12,400,000","$12,400,000","$12,400,000","$12,400,000"
"J.J. Redick","SG","PHI                  PHI","33","2018","2018","1","$12,250,000","$12,250,000","$12,250,000","$12,250,000"
"Montrezl Harrell","C","LAC                  LAC","23","2018","2019","2","$12,000,000","$6,000,000","$11,625,000","$11,625,000"
"Kentavious Caldwell-Pope","SG","LAL                  LAL","24","2018","2018","1","$12,000,000","$12,000,000","$12,000,000","$12,000,000"
"Marco Belinelli","SG","SAS                  SAS","31","2018","2019","2","$12,000,000","$6,000,000","$11,634,615","$11,634,615"
"Kevin Huerter","SG","ATL                  ATL","19","2018","2021","4","$11,902,517","$2,975,629","$4,722,473","$7,484,393"
"Josh Okogie","SG","MIN                  MIN","19","2018","2021","4","$11,430,344","$2,857,586","$4,533,233","$7,184,273"
"Dwight Howard","C","WAS                  WAS","32","2018","2019","2","$10,940,850","$5,470,425","$10,940,850","$10,940,850"
"Aron Baynes","C","BOS                  BOS","31","2018","2019","2","$10,646,880","$5,323,440","$10,306,050","$10,306,050"
"Aaron Holiday","PG","IND                  IND","21","2018","2021","4","$10,477,351","$2,619,338","$4,151,160","$6,496,800"
"Anfernee Simons","SG","POR                  POR","18","2018","2021","4","$10,175,938","$2,543,985","$3,850,733","$6,102,773"
"Rudy Gay","PF","SAS                  SAS","31","2018","2018","1","$10,087,200","$10,087,200","$10,087,200","$10,087,200"
"Tony Parker","PG","CHA                  CHA","35","2018","2019","2","$10,000,000","$5,000,000","$10,250,000","$10,250,000"
"Moritz Wagner","C","LAL                  LAL","20","2018","2020","4","$9,881,138","$2,470,285","$3,696,630","$4,481,437"
"Landry Shamet","SG","PHI                  PHI","20","2018","2021","4","$9,557,142","$2,389,286","$2,486,430","$4,576,470"
"Robert Williams III","C","BOS                  BOS","20","2018","2021","4","$9,283,856","$2,320,964","$3,470,865","$5,500,785"
"Jacob Evans","SG","GSW                  GSW","20","2018","2020","4","$9,228,703","$2,307,176","$2,285,520","$4,302,840"
"Dzanan Musa","SG","BKN                  BKN","18","2018","2020","4","$9,161,694","$2,290,424","$3,424,365","$5,427,165"
"Omari Spellman","PF","ATL                  ATL","20","2018","2020","4","$9,095,405","$2,273,851","$2,252,410","$4,240,690"
"Rajon Rondo","PG","LAL                  LAL","31","2018","2018","1","$9,000,000","$9,000,000","$9,000,000","$9,000,000"
"Alex Len","C","ATL                  ATL","24","2018","2019","2","$8,510,000","$4,255,000","$5,735,198","$5,735,198"
"Grayson Allen","SG","UTA                  UTA","22","2018","2021","4","$7,049,040","$1,762,260","$4,351,883","$6,897,203"
"Jonah Bolden","SF","PHI                  PHI","21","2018","2021","4","$7,000,000","$1,750,000","$3,388,450","$5,155,000"
"Allonzo Trier","SG","NYK                  NYK","21","2018","2018","2","$6,933,100","$3,466,550","$6,933,100","$6,933,100"
"Chandler Hutchison","SF","CHI                  CHI","21","2018","2021","4","$6,767,280","$1,691,820","$4,178,070","$5,065,072"
"Mario Hezonja","SG","NYK                  NYK","22","2018","2018","1","$6,500,000","$6,500,000","$6,500,000","$6,500,000"
"Wayne Ellington","SG","MIA                  MIA","30","2018","2018","1","$6,270,000","$6,270,000","$2,267,119","$2,267,119"
"Yogi Ferrell","PG","SAC                  SAC","24","2018","2019","2","$6,150,000","$3,075,000","$5,953,125","$5,953,125"
"Jalen Brunson","PG","DAL                  DAL","21","2018","2021","4","$6,112,770","$1,528,193","$2,558,299","$4,222,160"
"Patrick McCaw","SG","CLE                  CLE","22","2018","2019","2","$6,000,000","$3,000,000","$6,000,000","$6,000,000"
"Bryn Forbes","SG","SAS                  SAS","24","2018","2019","2","$6,000,000","$3,000,000","$5,820,313","$5,820,313"
"Isaiah Briscoe","PG","ORL                  ORL","21","2018","2021","4","$5,999,003","$1,499,751","$2,255,316","$3,919,177"
"Anthony Tolliver","PF","MIN                  MIN","32","2018","2018","1","$5,750,000","$5,750,000","$5,750,000","$5,750,000"
"Ray Spalding","PF","DAL                  DAL","20","2018","2021","4","$5,721,234","$1,430,309","$2,255,316","$3,919,177"
"DeMarcus Cousins","C","GSW                  GSW","27","2018","2018","1","$5,337,000","$5,337,000","$5,337,000","$5,337,000"
"Rodions Kurucs","SF","BKN                  BKN","19","2018","2020","3","$5,097,708","$1,699,236","$3,211,354","$3,930,730"
"Dirk Nowitzki","PF","DAL                  DAL","39","2018","2018","1","$5,000,000","$5,000,000","$5,000,000","$5,000,000"
"Georges Niang","PF","UTA                  UTA","24","2018","2020","3","$4,975,012","$1,658,337","$3,086,527","$4,870,084"
"Mitchell Robinson","C","NYK                  NYK","19","2018","2020","3","$4,709,013","$1,569,671","$2,947,670","$4,611,531"
"Monte Morris","PG","DEN                  DEN","22","2018","2020","3","$4,661,321","$1,553,774","$2,838,350","$4,562,057"
"Sviatoslav Mykhailiuk","SG","LAL                  LAL","20","2018","2020","3","$4,568,407","$1,522,802","$1,866,222","$2,606,982"
"Kyle O'Quinn","C","NYK                  NYK","27","2018","2018","1","$4,449,000","$4,449,000","$4,449,000","$4,449,000"
"Lance Stephenson","SG","LAL                  LAL","27","2018","2018","1","$4,449,000","$4,449,000","$4,449,000","$4,449,000"
"Ed Davis","C","BKN                  BKN","28","2018","2018","1","$4,449,000","$4,449,000","$4,449,000","$4,449,000"
"Raul Neto","PG","UTA                  UTA","25","2018","2019","2","$4,400,000","$2,200,000","$4,300,000","$4,300,000"
"Luc Richard Mbah a Moute","PF","LAC                  LAC","31","2018","2018","1","$4,320,500","$4,320,500","$4,320,500","$4,320,500"
"Mike Scott","PF","LAC                  LAC","29","2018","2018","1","$4,320,500","$4,320,500","$4,320,500","$4,320,500"
"Élie Okobo","PG","PHX                  PHX","20","2018","2020","3","$4,319,177","$1,439,726","$2,566,763","$4,230,624"
"Isaac Bonga","SF","LAL                  LAL","18","2018","2020","3","$4,080,713","$1,360,238","$2,328,299","$3,992,160"
"Glenn Robinson III","SF","DET                  DET","23","2018","2018","1","$4,075,000","$4,075,000","$8,353,750","$8,353,750"
"Devonte' Graham","PG","CHA                  CHA","22","2018","2020","3","$4,069,177","$1,356,392","$2,316,763","$3,980,624"
"Torrey Craig","SF","DEN                  DEN","27","2018","2019","2","$4,000,000","$2,000,000","$3,875,000","$3,875,000"
"Chimezie Metu","C","SAS                  SAS","20","2018","2020","3","$3,919,177","$1,306,392","$2,166,763","$3,830,624"
"Isaiah Hartenstein","C","HOU                  HOU","19","2018","2020","3","$3,919,177","$1,306,392","$2,255,316","$3,919,177"
"Khyri Thomas","SG","DET                  DET","21","2018","2020","3","$3,919,177","$1,306,392","$2,166,763","$3,830,624"
"Hamidou Diallo","SG","OKC                  OKC","19","2018","2020","3","$3,919,177","$1,306,392","$2,166,763","$2,907,523"
"Jarred Vanderbilt","PF","DEN                  DEN","18","2018","2020","3","$3,919,177","$1,306,392","$1,406,806","$3,070,667"
"Keita Bates-Diop","SF","MIN                  MIN","21","2018","2020","3","$3,919,177","$1,306,392","$1,406,806","$3,070,667"
"Bruce Brown Jr.","SG","DET                  DET","21","2018","2020","3","$3,919,177","$1,306,392","$2,166,763","$3,830,624"
"Gary Trent Jr.","SG","POR                  POR","18","2018","2020","3","$3,919,177","$1,306,392","$2,166,763","$2,770,767"
"Shabazz Napier","PG","BKN                  BKN","26","2018","2019","2","$3,787,723","$1,893,862","$2,672,202","$2,672,202"
"Nerlens Noel","C","OKC                  OKC","23","2018","2019","2","$3,745,548","$1,872,774","$3,745,548","$3,745,548"
"Gary Clark","PF","HOU                  HOU","23","2018","2020","3","$3,677,585","$1,225,862","$2,013,724","$3,677,585"
"Michael Beasley","SF","LAL                  LAL","28","2018","2018","1","$3,500,000","$3,500,000","$1,245,763","$1,245,763"
"Rodney Hood","SF","CLE                  CLE","25","2018","2018","1","$3,472,887","$3,472,887","$1,294,975","$1,294,975"
"Darius Morris","PG","NOP                  NOP","26","2018","2019","2","$3,466,716","$1,733,358","$3,466,716","$3,466,716"
"James Ennis III","SF","HOU                  HOU","27","2018","2018","2","$3,466,716","$1,733,358","$2,422,415","$2,422,415"
"Brook Lopez","C","MIL                  MIL","29","2018","2018","1","$3,382,000","$3,382,000","$3,382,000","$3,382,000"
"Pat Connaughton","SG","MIL                  MIL","24","2018","2019","2","$3,364,050","$1,682,025","$3,256,359","$3,256,359"
"Jahlil Okafor","C","NOP                  NOP","22","2018","2019","2","$3,269,493","$1,634,747","$3,163,088","$3,163,088"
"Chris Chiozza","PG","HOU                  HOU","22","2018","2020","3","$3,170,718","$1,056,906","$1,506,857","$3,170,718"
"Christian Wood","C","MIL                  MIL","22","2018","2019","2","$3,157,958","$1,578,979","$3,055,123","$3,055,123"
"Treveon Graham","SF","BKN                  BKN","24","2018","2019","2","$3,157,958","$1,578,979","$2,358,519","$2,358,519"
"Derrick Jones Jr.","SF","MIA                  MIA","20","2018","2019","2","$3,157,958","$1,578,979","$3,055,123","$3,055,123"
"Yante Maten","PF","MIA                  MIA","21","2018","2020","3","$3,094,924","$1,031,641","$1,431,063","$3,094,924"
"Duncan Robinson","SF","MIA                  MIA","23","2018","2020","3","$3,090,187","$1,030,062","$1,337,773","$3,001,634"
"Kendrick Nunn","PG","MIA                  MIA","22","2018","2020","3","$3,085,450","$1,028,483","$1,333,036","$2,996,897"
"Elfrid Payton","PG","NOP                  NOP","23","2018","2018","1","$3,000,000","$3,000,000","$3,000,000","$3,000,000"
"Tyrone Wallace","SG","LAC                  LAC","23","2018","2019","2","$2,969,947","$1,484,974","$2,937,614","$2,937,614"
"Alfonzo McKinnie","SF","GSW                  GSW","25","2018","2019","2","$2,937,614","$1,468,807","$2,937,614","$2,937,614"
"James Nunnally","SF","MIN                  MIN","27","2018","2019","2","$2,937,614","$1,468,807","$2,937,614","$2,937,614"
"Jabari Bird","SG","BOS                  BOS","23","2018","2019","2","$2,937,614","$1,468,807","$2,069,677","$2,069,677"
"Antonio Blakeney","SG","CHI                  CHI","21","2018","2019","2","$2,937,614","$1,468,807","$2,937,614","$2,937,614"
"Shaquille Harrison","PG","CHI                  CHI","24","2018","2019","2","$2,899,495","$1,449,748","$2,899,495","$2,899,495"
"Seth Curry","SG","POR                  POR","27","2018","2018","1","$2,795,000","$2,795,000","$2,795,000","$2,795,000"
"Dante Cunningham","PF","SAS                  SAS","30","2018","2018","1","$2,487,000","$2,487,000","$2,487,000","$2,487,000"
"Melvin Frazier Jr.","SF","ORL                  ORL","21","2018","2020","2","$2,466,852","$1,233,426","$2,378,299","$4,042,160"
"Jamal Crawford","SG","PHX                  PHX","37","2018","2018","1","$2,393,887","$2,393,887","$2,393,887","$2,393,887"
"Emeka Okafor","C","PHI                  PHI","35","2018","2018","1","$2,393,887","$2,393,887","$2,393,887","$2,393,887"
"Jarrett Jack","PG","NOP                  NOP","34","2018","2018","1","$2,393,887","$2,393,887","$2,393,887","$2,393,887"
"Dwyane Wade","SG","MIA                  MIA","35","2018","2018","1","$2,393,887","$2,393,887","$2,393,887","$2,393,887"
"Luol Deng","SF","MIN                  MIN","32","2018","2018","1","$2,393,887","$2,393,887","$2,393,887","$2,393,887"
"Udonis Haslem","PF","MIA                  MIA","37","2018","2018","1","$2,393,887","$2,393,887","$2,393,887","$2,393,887"
"Carmelo Anthony","PF","HOU                  HOU","33","2018","2018","1","$2,393,887","$2,393,887","$1,054,933","$1,054,933"
"Devin Harris","PG","DAL                  DAL","34","2018","2018","1","$2,393,887","$2,393,887","$2,393,887","$2,393,887"
"Vince Carter","SG","ATL                  ATL","40","2018","2018","1","$2,393,887","$2,393,887","$2,393,887","$2,393,887"
"Channing Frye","PF","CLE                  CLE","34","2018","2018","1","$2,393,887","$2,393,887","$2,393,887","$2,393,887"
"Zaza Pachulia","C","DET                  DET","33","2018","2018","1","$2,393,887","$2,393,887","$2,393,887","$2,393,887"
"Amir Johnson","C","PHI                  PHI","30","2018","2018","1","$2,393,887","$2,393,887","$2,393,887","$2,393,887"
"Raymond Felton","PG","OKC                  OKC","33","2018","2018","1","$2,393,887","$2,393,887","$2,393,887","$2,393,887"
"Jeff Green","PF","WAS                  WAS","31","2018","2018","1","$2,393,887","$2,393,887","$2,393,887","$2,393,887"
"Jose Calderon","PG","DET                  DET","36","2018","2018","1","$2,393,887","$2,393,887","$2,393,887","$2,393,887"
"JaVale McGee","C","LAL                  LAL","29","2018","2018","1","$2,393,887","$2,393,887","$2,393,887","$2,393,887"
"Gerald Green","SG","HOU                  HOU","31","2018","2018","1","$2,393,887","$2,393,887","$2,393,887","$2,393,887"
"Derrick Rose","PG","MIN                  MIN","29","2018","2018","1","$2,393,887","$2,393,887","$2,393,887","$2,393,887"
"Wayne Ellington","SG","DET                  DET","30","2018","2018","1","$2,383,076","$2,383,076","$2,383,076","$2,383,076"
"Bruno Caboclo","SF","MEM                  MEM","22","2018","2019","2","$2,367,451","$1,183,726","$1,251,930","$1,251,930"
"De'Anthony Melton","SG","PHX                  PHX","19","2018","2019","2","$2,365,852","$1,182,926","$2,277,299","$2,277,299"
"Garlon Green","G","NOP                  NOP","26","2018","2018","2","$2,255,316","$1,127,658","$2,255,316","$2,255,316"
"Kenrich Williams","PF","NOP                  NOP","23","2018","2019","2","$2,255,316","$1,127,658","$2,166,763","$2,166,763"
"Alize Johnson","PF","IND                  IND","21","2018","2019","2","$2,255,316","$1,127,658","$2,166,763","$2,166,763"
"Jevon Carter","PG","MEM                  MEM","22","2018","2019","2","$2,255,316","$1,127,658","$2,166,763","$2,166,763"
"Ryan Broekhoff","SF","DAL                  DAL","27","2018","2019","2","$2,255,316","$1,127,658","$2,255,316","$2,255,316"
"Jonas Jerebko","PF","GSW                  GSW","30","2018","2018","1","$2,176,260","$2,176,260","$2,176,260","$2,176,260"
"Omri Casspi","SF","MEM                  MEM","29","2018","2018","1","$2,176,260","$2,176,260","$2,176,260","$2,176,260"
"Cole Aldrich","C","ATL                  ATL","29","2018","2018","1","$2,165,481","$2,165,481","$2,165,481","$2,165,481"
"Quincy Pondexter","SG","SAS                  SAS","29","2018","2018","1","$2,165,481","$2,165,481","$2,165,481","$2,165,481"
"Greg Monroe","C","TOR                  TOR","27","2018","2018","1","$2,165,481","$2,165,481","$770,764","$770,764"
"Tyson Chandler","C","LAL                  LAL","35","2018","2018","1","$2,109,867","$2,109,867","$2,109,867","$2,109,867"
"Edmond Sumner","SG","IND                  IND","22","2018","2019","2","$2,070,358","$1,035,179","$2,070,358","$2,070,358"
"Chris Boucher","PF","TOR                  TOR","24","2018","2019","2","$2,045,649","$1,022,825","$1,946,385","$1,946,385"
"Malcolm Miller","SF","TOR                  TOR","24","2018","2019","2","$2,045,649","$1,022,825","$1,946,385","$1,946,385"
"Shelvin Mack","PG","MEM                  MEM","27","2018","2018","1","$2,029,463","$2,029,463","$722,351","$722,351"
"Isaiah Thomas","PG","DEN                  DEN","28","2018","2018","1","$2,029,463","$2,029,463","$2,029,463","$2,029,463"
"Corey Brewer","SG","SAC                  SAC","31","2018","2018","1","$2,000,000","$2,000,000","$2,000,000","$2,000,000"
"Henry Ellenson","C","NYK                  NYK","20","2018","2019","2","$1,987,188","$993,594","$1,987,188","$1,987,188"
"LaVoy Allen","PF","WAS                  WAS","28","2018","2018","1","$1,893,447","$1,893,447","$1,893,447","$1,893,447"
"DeAndre Liggins","SG","MIA                  MIA","29","2018","2018","1","$1,757,429","$1,757,429","$1,757,429","$1,757,429"
"John Jenkins","SG","NYK                  NYK","26","2018","2018","1","$1,757,429","$1,757,429","$1,757,429","$1,757,429"
"Donald Sloan","PG","DEN                  DEN","29","2018","2018","1","$1,757,429","$1,757,429","$1,757,429","$1,757,429"
"Thomas Robinson","PF","ATL                  ATL","26","2018","2018","1","$1,757,429","$1,757,429","$1,757,429","$1,757,429"
"Shabazz Muhammad","SG","MIL                  MIL","25","2018","2018","1","$1,757,429","$1,757,429","$1,757,429","$1,757,429"
"Isaiah Canaan","PG","PHX                  PHX","26","2018","2018","1","$1,757,429","$1,757,429","$1,757,429","$1,757,429"
"Ian Clark","SG","NOP                  NOP","26","2018","2018","1","$1,757,429","$1,757,429","$1,757,429","$1,757,429"
"Michael Carter-Williams","PG","HOU                  HOU","26","2018","2018","1","$1,757,429","$1,757,429","$923,395","$923,395"
"Joakim Noah","C","MEM                  MEM","32","2018","2018","1","$1,731,173","$1,731,173","$1,731,173","$1,731,173"
"Deyonta Davis","C","ATL                  ATL","21","2018","2019","2","$1,704,491","$852,246","$1,704,491","$1,704,491"
"Walter Lemon Jr.","PG","CHI                  CHI","25","2018","2019","2","$1,687,338","$843,669","$1,687,338","$1,687,338"
"Jaylen Adams","PG","ATL                  ATL","21","2018","2019","2","$1,682,551","$841,276","$1,682,551","$1,682,551"
"Xavier Silas","SG","DEN                  DEN","29","2018","2018","1","$1,676,700","$1,676,700","$1,676,700","$1,676,700"
"Jordan McRae","SG","WAS                  WAS","26","2018","2019","2","$1,662,449","$831,225","$564,963","$564,963"
"Nick Young","SG","DEN                  DEN","32","2018","2018","1","$1,650,024","$1,650,024","$1,650,024","$1,650,024"
"Rashad Vaughn","SG","DAL                  DAL","21","2018","2018","1","$1,621,415","$1,621,415","$1,621,415","$1,621,415"
"Tim Frazier","PG","MIL                  MIL","27","2018","2018","1","$1,621,415","$1,621,415","$1,621,415","$1,621,415"
"James Young","SG","MIL                  MIL","22","2018","2018","1","$1,621,415","$1,621,415","$1,621,415","$1,621,415"
"Bruno Caboclo","SF","HOU                  HOU","22","2018","2018","1","$1,621,415","$1,621,415","$1,621,415","$1,621,415"
"Noah Vonleh","PF","NYK                  NYK","22","2018","2018","1","$1,621,415","$1,621,415","$1,621,415","$1,621,415"
"Lorenzo Brown","PG","TOR                  TOR","27","2018","2018","1","$1,621,415","$1,621,415","$1,621,415","$1,621,415"
"Nik Stauskas","SG","POR                  POR","24","2018","2018","1","$1,621,415","$1,621,415","$538,383","$538,383"
"Luke Kornet","C","NYK                  NYK","22","2018","2018","1","$1,619,260","$1,619,260","$1,619,260","$1,619,260"
"Dairis Bertans","SG","NOP                  NOP","28","2018","2019","2","$1,611,072","$805,536","$1,611,072","$1,611,072"
"Deonte Burton","SF","OKC                  OKC","23","2018","2019","2","$1,568,439","$784,220","$1,479,886","$3,143,747"
"Chris McCullough","PF","DET                  DET","22","2018","2018","1","$1,567,007","$1,567,007","$1,567,007","$1,567,007"
"K.J. McDaniels","SG","OKC                  OKC","24","2018","2018","1","$1,567,007","$1,567,007","$1,567,007","$1,567,007"
"Eric Moreland","PF","TOR                  TOR","26","2018","2018","1","$1,567,007","$1,567,007","$1,567,007","$1,567,007"
"JaKarr Sampson","SF","CHI                  CHI","24","2018","2018","1","$1,567,007","$1,567,007","$1,567,007","$1,567,007"
"R.J. Hunter","SG","ATL                  ATL","24","2018","2018","1","$1,567,007","$1,567,007","$1,567,007","$1,567,007"
"Josh Huestis","SF","SAS                  SAS","26","2018","2018","1","$1,567,007","$1,567,007","$1,567,007","$1,567,007"
"Anthony Brown","SF","PHI                  PHI","25","2018","2018","1","$1,567,007","$1,567,007","$1,567,007","$1,567,007"
"Briante Weber","PG","MIA                  MIA","25","2018","2018","1","$1,567,007","$1,567,007","$1,567,007","$1,567,007"
"Kevon Looney","C","GSW                  GSW","21","2018","2018","1","$1,567,007","$1,567,007","$1,567,007","$1,567,007"
"Salah Mejri","C","DAL                  DAL","31","2018","2018","1","$1,567,007","$1,567,007","$1,567,007","$1,567,007"
"Cam Reynolds","F","MIN                  MIN","22","2018","2018","2","$1,525,805","$762,903","$1,525,805","$1,525,805"
"Cory Jefferson","PF","PHI                  PHI","27","2018","2018","1","$1,512,601","$1,512,601","$1,512,601","$1,512,601"
"Deyonta Davis","C","GSW                  GSW","21","2018","2018","1","$1,512,601","$1,512,601","$1,512,601","$1,512,601"
"Scotty Hopson","SF","OKC                  OKC","28","2018","2018","1","$1,512,601","$1,512,601","$1,512,601","$1,512,601"
"Marcus Georges-Hunt","SG","BOS                  BOS","23","2018","2018","1","$1,512,601","$1,512,601","$1,512,601","$1,512,601"
"Tyler Ulis","PG","GSW                  GSW","21","2018","2018","1","$1,512,601","$1,512,601","$1,512,601","$1,512,601"
"Okaro White","PF","SAS                  SAS","25","2018","2018","1","$1,512,601","$1,512,601","$1,512,601","$1,512,601"
"Gary Payton II","PG","POR                  POR","25","2018","2018","1","$1,512,601","$1,512,601","$1,512,601","$1,512,601"
"Chinanu Onuaku","C","POR                  POR","21","2018","2018","1","$1,512,601","$1,512,601","$1,512,601","$1,512,601"
"Jarnell Stokes","PF","MIA                  MIA","23","2018","2018","1","$1,512,601","$1,512,601","$1,512,601","$1,512,601"
"Kay Felder","PG","TOR                  TOR","22","2018","2018","1","$1,512,601","$1,512,601","$1,512,601","$1,512,601"
"Isaiah Taylor","PG","CLE                  CLE","23","2018","2018","1","$1,512,601","$1,512,601","$1,512,601","$1,512,601"
"David Nwaba","SG","CLE                  CLE","24","2018","2018","1","$1,512,601","$1,512,601","$1,512,601","$1,512,601"
"Troy Williams","SF","NOP                  NOP","23","2018","2018","1","$1,512,601","$1,512,601","$3,157,958","$3,157,958"
